Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Korean_Steam,English_Steam,Simplified Chinese_Steam
Dialog.Chapter5-2-1,,那由多による攻撃から一夜明け、アジトは束の間の落ち着きを取り戻していた,那由多による攻撃から一夜明け、アジトは束の間の落ち着きを取り戻していた,那由多的攻擊過去一夜之後，據點暫時恢復了片刻的平靜。,"The night after the attack by Nayuta, the hideout had briefly regained its composure.","나유타에 의한 공격으로부터 하룻밤이 지나고, 아지트는 잠깐의 평온을 되찾고 있었다","It has been a day since Nayuta's attack, and the hideout finally managed to stabilize itself.",那由多的攻击过去一夜之后，据点暂时恢复了片刻的平静。
,,,,,,,,
Dialog.Chapter5-2-2,005号,「……では、先日アジトを襲撃した聖核戦姫について現在分かっていることをお話しします」,「……では、先日アジトを襲撃した聖核戦姫について現在分かっていることをお話しします」,「……那麼，現在來說明一下關於前幾天襲擊據點的聖核戰姫，我們目前掌握到的情報。」,"""At ......, we'll tell you what we currently know about the Seikaku Princess who recently attacked our hideout.""","「……그럼, 얼마 전 아지트를 습격한 성핵전희에 대해 현재 알고 있는 것을 말씀드리겠습니다」","""...This is what we currently know about the Holy Core Battlemaiden that attacked us the other day.""",「……那么，现在来说明一下关于前几天袭击据点的圣核战姫，我们目前掌握到的情报。」
,,,,,,,,
Dialog.Chapter5-2-2(1),SEL,よろしく頼む,よろしく頼む,麻煩妳了。,I look forward to working with you,잘 부탁한다,Go ahead.,麻烦你了。
,モニター背景,,,,,,,
Dialog.Chapter5-2-3,那由多,「彼女は“八雲那由多”、ホーリーコア・レギオン会長にして最強の聖核戦姫です」,「彼女は“八雲那由多”、ホーリーコア・レギオン総司令にして最強の聖核戦姫です」,「她名叫『八雲那由多』，是聖核軍團的總司令，同時也是最強的聖核戰姫。」,"""She is ""Yakumo Nayuta,"" the president of the Seigetsu Student Council and the most powerful Seikaku Princess.""","「그녀는 “야쿠모 나유타”, 홀리코어 레기온 총사령관이자 최강의 성핵전희입니다」","""She is Nayuta Yagumo, the Commander of Holy Core Legion and the most powerful Holy Core Battlemaiden.""",「她名叫『八云那由多』，是圣核军团的总司令，同时也是最强的圣核战姫。」
,,,,,,,,
Dialog.Chapter5-2-4,,「海外の財団支部の約半数は彼女によって壊滅させられました」,「海外の財団支部の約半数は彼女によって壊滅させられました」,「海外的財團分部大約有一半，都是被她親手摧毀的。」,"""About half of the Foundation's branches abroad have been destroyed by her.""",「해외 재단 지부의 약 절반은 그녀에 의해 괴멸되었습니다」,"""She is responsible for destroying about half of the Foundation's overseas branches.""",「海外的财团分部大约有一半，都是被她亲手摧毁的。」
,,,,,,,,
Dialog.Chapter5-2-5,,「本来なら、今は海外に行っているはずだったのですが…想定外でした」,「本来なら、今は海外に行っているはずだったのですが…想定外でした」,「照理說，她現在應該在海外行動…她的出現完全出乎我們的預料。」,"""'Originally, I would have gone overseas now...it was unexpected.'""","「본래라면, 지금은 해외에 가 있어야 했을 텐데… 예상 밖이었습니다」","""She should have been overseas, and we did not expect her to be here.""",「照理说，她现在应该在海外行动…她的出现完全出乎我们的预料。」
,,,,,,,,
Dialog.Chapter5-2-6,,「これまでは地下アジトに隠れてきましたが…ここまで深部に侵入された以上、もはや隠れ続けるのは不可能でしょう」,「これまでは地下アジトに隠れてきましたが…ここまで深部に侵入された以上、もはや隠れ続けるのは不可能でしょう」,「到目前為止，我們一直躲在地下據點裡活動……但既然對方都已經侵入到這麼深的區域，想再一直躲下去恐怕是不可能了。」,"""So far we have been hiding in our underground hideouts, but now that they have penetrated this deep, it will no longer be possible for us to continue hiding.""","「지금까지는 지하 아지트에 숨어 있었습니다만… 여기까지 깊숙이 침입당한 이상, 더 이상 숨어 지내는 것은 불가능할 것입니다」","""We have been concealing the underground hideout, but after the enemy reached its depths, it is likely impossible for us to keep hiding.",「到目前为止，我们一直躲在地下据点里活动……但既然对方都已经侵入到这么深的区域，想再一直躲下去恐怕是不可能了。」
,,,,,,,,
Dialog.Chapter5-2-7,,「…そして彼女は一人で厳重保管対象の触手怪獣を倒すほどの戦闘能力を持っています」,「…そして彼女は一人で厳重保管対象の触手怪獣を倒すほどの戦闘能力を持っています」,「……而且，她還擁有能夠單獨擊倒嚴密管控對象——觸手怪獸——的戰鬥力。」,"""...and she has enough fighting ability to defeat the tentacle monster in strict custody all by herself.""",「…그리고 그녀는 혼자서 엄중 보관 대상인 촉수 괴수를 쓰러뜨릴 정도의 전투 능력을 가지고 있습니다」,"""...And she has the power to take down the heavily guarded Tentacle Monster.""",「……而且，她还拥有能够单独击倒严密管控对象——触手怪兽——的战斗力。」
,,,,,,,,
Dialog.Chapter5-2-8,,「私達クローンや戦闘員がどれだけいても勝ち目はないでしょう。単体で強力な戦力が必要です」,「私達クローンや戦闘員がどれだけいても勝ち目はないでしょう。単体で強力な戦力が必要です」,「不論我們這邊有多少克隆和戰鬥員都沒有勝算。現在我們需要的是能與之匹敵的單體戰力。」,"""No matter how many clones and fighters we have, we won't stand a chance. We need a strong stand―alone force.""",「저희 클론이나 전투원이 아무리 있어도 승산은 없을 것입니다. 단독으로 강력한 전력이 필요합니다」,"""We don't stand a chance, no matter how many clones or soldiers we send. We need an extremely powerful individual.""",「不论我们这边有多少克隆和战斗员都没有胜算。现在我们需要的是能与之匹敌的单体战力。」
,,,,,,,,
Dialog.Chapter5-2-9,,「……時間はあまりありません。速やかに新たな作戦を開始しましょう」,「……時間はあまりありません。速やかに新たな作戦を開始しましょう」,「……時間不多了。我們必須儘快展開新的作戰計畫。」,"""We don't have much time at ....... Let's start a new operation as soon as possible.""",「……시간은 그다지 없습니다. 신속히 새로운 작전을 개시합시다」,"""We don't have much time. We need to start a new operation soon.""",「……时间不多了。我们必须尽快展开新的作战计划。」
,,,,,,,,
Dialog.Chapter5-2-10,暗転,ホーリーコア・レギオン司令部にて,ホーリーコア・レギオン司令部にて,聖核軍團司令部,At the Seigetsu Student Council,홀리코어 레기온 사령부에서,At the Holy Core Legion Command Center...,圣核军团司令部
,,,,,,,,
,執務室,,,,,,,
Dialog.Chapter5-2-11,那由多(制服),「―――では作戦の概要はこの通りです。今度こそ財団との戦いを終わらせます」,「―――では作戦の概要はこの通りです。今度こそ財団との戦いを終わらせます」,「――以上就是此次的作戰概要。這次務必要從此結束和財團之間的戰鬥。」,"""――― ""So, here's the gist of the operation. This time we will end the war with the Foundation.""",「―――그럼 작전의 개요는 이렇습니다. 이번에야말로 재단과의 싸움을 끝내겠습니다」,"""...This is the summary of the operation. We will finish the Foundation off, once and for all.""",「――以上就是此次的作战概要。这次务必要从此结束和财团之间的战斗。」
,,,,,,,,
Dialog.Chapter5-2-12,,「何か質問のある方はいますか？」,「何か質問のある方はいますか？」,「有誰有問題嗎？」,"""Does anyone have any questions?""",「질문이 있는 분은 있습니까?」,"""Any questions?""",「有谁有问题吗？」
,,,,,,,,
Dialog.Chapter5-2-13,生徒１,「……あ、あの…」,「……あ、あの…」,「……那、那個……」,"""...... Oh, um...""","「……저, 저기…」","""Um...""",「……那、那个……」
,,,,,,,,
Dialog.Chapter5-2-14,那由多,「どうしましたか？」,「どうしましたか？」,「怎麼了嗎？」,"""Can I help you?""",「무슨 일입니까?」,"""Yes?""",「怎么了吗？」
,,,,,,,,
Dialog.Chapter5-2-15,生徒１,「本当に大丈夫なんでしょうか…いくら那由多先輩がいるとは言えエレナ先輩が負けた相手に…」,「本当に大丈夫なんでしょうか…いくら那由多先輩がいるとは言えエレナ先輩が負けた相手に…」,「真的沒問題嗎……就算有那由多前輩在，對方可是能打敗艾蓮娜前輩的對手……」,"""I wonder if it's really okay...no matter how much Nayuta―senpai is there, against whom Erena-senpai lost...""",「정말 괜찮은 걸까요… 아무리 나유타 선배가 있다고는 해도 엘레나 선배가 패배한 상대에게…」,"""Are we really going to be okay? Even with Nayuta here, we're going up against whoever defeated Elena...""",「真的没问题吗……就算有那由多前辈在，对方可是能打败艾莲娜前辈的对手……」
,,,,,,,,
Dialog.Chapter5-2-16,生徒1,「…それに那由多先輩が仕留めきれないなんて…そんな相手、私達で大丈夫なのでしょうか…？」,「…それに那由多先輩が仕留めきれないなんて…そんな相手、私達で大丈夫なのでしょうか…？」,「……而且連那由多前輩都沒能徹底解決……這種對手，交給我們真的沒關係嗎……？」,"""And Nayuta―senpai can't finish him off...will we be able to handle such an opponent?""","「…게다가 나유타 선배가 끝내지 못했다니… 그런 상대, 저희로 괜찮을까요…?」","""And if even Nayuta couldn't finish them off... Can we really handle an opponent like that?""",「……而且连那由多前辈都没能彻底解决……这种对手，交给我们真的没关系吗……？」
,,,,,,,,
Dialog.Chapter5-2-17,那由多,「そうですね…はい、心配する必要は全くありません」,「そうですね…はい、心配する必要は全くありません」,「這點嘛……是的，完全不用擔心。」,"""Well...yes, no need to worry at all.""","「그렇군요… 네, 걱정할 필요는 전혀 없습니다」","""Right... Yes, there's absolutely no need to worry.""",「这点嘛……是的，完全不用担心。」
,,,,,,,,
Dialog.Chapter5-2-18,那由多,「アジト内部にはそれほど強い怪人はいませんでした。エレナが負けたと言っても油断から不意打ちされたのでしょう」,「アジト内部にはそれほど強い怪人はいませんでした。エレナが負けたと言っても油断から不意打ちされたのでしょう」,「據點裡其實沒有那麼強的怪人。就算艾蓮娜會輸，多半也是因為大意而被偷襲了吧。」,"""There were no strong monsters inside the hideout. Even if Erena lost, it was probably because she was caught off guard.""",「아지트 내부에는 그다지 강한 괴인은 없었습니다. 엘레나가 패배했다고 해도 방심해서 기습당한 것이겠죠」,"""There weren't any particularly strong monsters inside their hideout. Even if Elena lost, it was probably because she was caught off guard by a surprise attack.""",「据点里其实没有那么强的怪人。就算艾莲娜会输，多半也是因为大意而被偷袭了吧。」
,,,,,,,,
Dialog.Chapter5-2-19,那由多,「少し強かった怪人も私がほとんど無力化しました。今、あの支部にほとんど戦う力は残ってないでしょう」,「少し強かった怪人も私がほとんど無力化しました。今、あの支部にほとんど戦う力は残ってないでしょう」,「稍微強一點的怪人，也幾乎都已經被我削弱到沒什麼戰力了。現在那個基地幾乎已經喪失作戰能力。」,"""I have almost neutralized the monsters that were a little stronger than the others. There will be very little strength left in that branch to fight now.""","「조금 강했던 괴인도 제가 거의 무력화했습니다. 지금, 저 지부에는 거의 싸울 힘은 남아 있지 않을 겁니다」","""I've already neutralized most of the somewhat stronger monsters. That branch probably has almost no fighting power left now.""",「稍微强一点的怪人，也几乎都已经被我削弱到没什么战力了。现在那个基地几乎已经丧失作战能力。」
,,,,,,,,
Dialog.Chapter5-2-20,那由多,「……そしてこの私がいるのです。どう間違っても失敗などという事はありえません」,「……そしてこの私がいるのです。どう間違っても失敗などという事はありえません」,「……再說，現在這裡還有我坐鎮。不管怎麼看都沒有失敗的可能性。」,"""I am here at ...... and here I am. There is no such thing as failure, no matter how wrong you are.""",「……그리고 이 제가 있습니다. 어떻게 잘못되더라도 실패 같은 일은 있을 수 없습니다」,"""...And I am here. No matter what happens, failure is impossible.""",「……再说，现在这里还有我坐镇。不管怎么看都没有失败的可能性。」
,,,,,,,,
Dialog.Chapter5-2-21,那由多,「私達が行うのは圧倒的に有利な殲滅戦です。心配は杞憂です、私に付いてきなさい」,「私達が行うのは圧倒的に有利な殲滅戦です。心配は杞憂です、私に付いてきなさい」,「我們將要進行的是在絕對優勢下的殲滅戰。你們的擔心只是杞人憂天——跟著我就行了。」,"""What we will do is a battle of extermination with overwhelming odds in our favor. Your fears are unfounded. Follow me.""","「저희가 하는 것은 압도적으로 유리한 섬멸전입니다. 걱정은 기우입니다, 저를 따라오십시오」","""What we're running is an overwhelmingly advantageous extermination operation. Your worries are unfounded—follow me.""",「我们将要进行的是在绝对优势下的歼灭战。你们的担心只是杞人忧天——跟着我就行了。」
,,,,,,,,
Dialog.Chapter5-2-22,,その時、執務室に一人の生徒が入ってくる,その時、執務室に一人の女性が入ってくる,就在這時，一名女性走進了辦公室,"At that moment, a student walks into the office.","그때, 집무실에 한 여성이 들어온다","At that moment, a woman entered the office.",就在这时，一名女性走进了办公室
,,,,,,,,
Dialog.Chapter5-2-23,生徒２,「連絡します！現在都市内の複数個所で同時多発的に怪人と戦闘員が出現したとの報告がありました！」,「連絡します！現在都市内の複数個所で同時多発的に怪人と戦闘員が出現したとの報告がありました！」,「報告！目前回報顯示，市區內多個地點同時出現怪人與戰鬥員！」,"""Attention! We have reports of simultaneous appearances of monsters and combatants in multiple locations in the capital city at this time!""",「연락합니다! 현재 도시 내 여러 곳에서 동시다발적으로 괴인과 전투원이 출현했다는 보고가 있었습니다!」,"""Incoming report! We have confirmed simultaneous appearances of monsters and soldiers at multiple locations throughout the city!""",「报告！目前回报显示，市区内多个地点同时出现怪人与战斗员！」
,,,,,,,,
Dialog.Chapter5-2-24,那由多,「…隠れていればいいものをわざわざ向こうから出てくるとは…最後の悪あがきですか？」,「…隠れていればいいものをわざわざ向こうから出てくるとは…最後の悪あがきですか？」,「……乖乖躲起來不就算了，偏要自己跑出來送死嗎……這就是所謂最後的掙扎嗎？」,"""...is it a last ditch effort to come out from the other side when all you had to do was hide?""",「…숨어 있으면 될 것을 굳이 일부러 저쪽에서 먼저 나서다니… 최후의 발악입니까?」,"""They should have stayed hidden, but they're coming out on their own... Is this their last desperate struggle?""",「……乖乖躲起来不就算了，偏要自己跑出来送死吗……这就是所谓最后的挣扎吗？」
,,,,,,,,
Dialog.Chapter5-2-25,生徒２,「都市中央部に戦闘員が多数出現し、既にセントラルタワーの警備システムは半壊、占拠されかけているようです！」,「都市中央部に戦闘員が多数出現し、既にセントラルタワーの警備システムは半壊、占拠されかけているようです！」,「市中心一帶出現大量戰鬥員，中央塔的防衛系統已經有一半被破壞，正逐步被對方奪取控制權！」,"""A large number of combatants have appeared in the center of the city, and it appears that the security system of the Central Tower is already half―collapsed and nearly occupied!""","「도시 중앙부에 전투원이 다수 출현하여, 이미 센트럴 타워의 경비 시스템은 반파, 점거당할 것 같습니다!」","""Multiple soldiers have appeared in the city center, and Central Tower's security system is already half-destroyed and nearly occupied!""",「市中心一带出现大量战斗员，中央塔的防卫系统已经有一半被破坏，正逐步被对方夺取控制权！」
,,,,,,,,
Dialog.Chapter5-2-26,那由多,「思ったより早い展開ですね…また何か小細工でもしているのでしょうか……」,「思ったより早い展開ですね…また何か小細工でもしているのでしょうか……」,「發展比預想中還快呢……看來他們又在搞什麼小動作了……」,"""This is unfolding faster than I expected...are they playing some tricks on us again?"" ......""",「생각보다 빠른 전개군요… 또 뭔가 잔꾀라도 부리고 있는 걸까요……」,"""Faster than expected... Are they pulling some kind of trick again?""",「发展比预想中还快呢……看来他们又在搞什么小动作了……」
,,,,,,,,
Dialog.Chapter5-2-27,,「―――作戦が少し前倒しになっただけです。前倒しで作戦を開始します、部隊ごとに各地の敵を撃破してください」,「―――作戦が少し前倒しになっただけです。前倒しで作戦を開始します、部隊ごとに各地の敵を撃破してください」,「――只是讓作戰時程稍微提前罷了。那我們就提前開始行動，請各部隊分別殲滅各地的敵人。」,"""―――― The operation has just been moved up a little bit. We will start the operation ahead of schedule. Please destroy the enemy in each area by unit.""","「―――작전이 조금 앞당겨졌을 뿐입니다. 앞당겨 작전을 개시합니다, 부대별로 각지의 적을 격파하십시오」","""The operation has just been moved up slightly. We're starting the operation ahead of schedule—each squad will defeat enemies in their assigned areas.""",「――只是让作战时程稍微提前罢了。那我们就提前开始行动，请各部队分别歼灭各地的敌人。」
,,,,,,,,
Dialog.Chapter5-2-28,,「聖核戦姫：ヒスイ、エメラルド、アクアマリンは私と一緒に来てください。私達でセントラルタワーを奪還します」,「聖核戦姫：ヒスイ、エメラルド、アクアマリンは私と一緒に来てください。私達でセントラルタワーを奪還します」,「聖核戰姫：翡翠、祖母綠、海藍寶，妳們三人跟我一起走。我們要親自奪回中央塔。」,"""Seikaku Princess: Jade, Emerald, and Aquamarine come with me. We will retake the Central Tower ourselves.""","「성핵전희: 히스이, 에메랄드, 아쿠아마린은 저와 함께 오십시오. 저희가 센트럴 타워를 탈환합니다」","""Holy Core Battlemaidens Hisui, Emerald, and Aquamarine, come with me. We will take back Central Tower.""",「圣核战姫：翡翠、祖母绿、海蓝宝，你们三人跟我一起走。我们要亲自夺回中央塔。」
,,,,,,,,
Dialog.Chapter5-2-29,,「これが恐らく最後の戦いになるでしょう。では皆さん、ご武運を祈ります」,「これが恐らく最後の戦いになるでしょう。では皆さん、ご武運を祈ります」,「這恐怕會是最後一戰了。那麼，各位，祝你們武運昌隆。」,"""This will probably be my last fight. So, ladies and gentlemen, I wish you all the best of luck.""","「이것이 아마 마지막 싸움이 될 것입니다. 그럼 여러분, 무운을 빕니다」","""This will probably be our final battle. Everyone, I wish you good luck.""",「这恐怕会是最后一战了。那么，各位，祝你们武运昌隆。」
,暗転,,,,,,,
Dialog.Chapter5-2-30,セントラルタワー,セントラルタワー内部,セントラルタワー内部,中央塔內部,Inside the Central Tower,센트럴 타워 내부,Inside Central Tower,中央塔内部
,,,,,,,,
,,,,,,,,
,,,,,,,,
Dialog.Chapter5-2-31,那由多,「邪魔です。通しなさい」,「邪魔です。通しなさい」,「擋路了。讓開。」,"""You are in my way. Let me through.""",「방해됩니다. 비키십시오」,"""You're in my way. Let me through.""",「挡路了。让开。」
,,,,,,,,
Dialog.Chapter5-2-32,戦闘員,「ぐあっ！？」,「ぐあっ！？」,「呃啊！？」,"""AUGH!""",「크악!?」,"""Gaahhh!""",「呃啊！？」
,,,,,,,,
Dialog.Chapter5-2-33,,那由多達は戦闘員達を撃破し、セントラルタワーの中枢へ向かっていた,那由多達は戦闘員達を撃破し、セントラルタワーの中枢へ向かっていた,那由多等人打倒了戰鬥員，朝中央塔的核心區域前進。,Nayuta and his team had defeated the fighters and were heading for the center of the Central Tower.,"나유타 일행은 전투원들을 격파하고, 센트럴 타워의 중추로 향하고 있었다",Nayuta and the others defeated the soldiers and headed toward Central Tower's core.,那由多等人打倒了战斗员，朝中央塔的核心区域前进。
,,,,,,,,
Dialog.Chapter5-2-34,那由多(変身),「さて、ここが建物中心部でしょうか？大した敵はいませんでしたね」,「さて、ここが建物中心部でしょうか？大した敵はいませんでしたね」,「那麼，這裡就是這棟大樓的中心區域吧？一路上並沒有遇到什麼像樣的敵人呢。」,"""Now, is this the center of the building? I didn't see any major enemies.""","「자, 여기가 건물 중심부입니까? 별다른 적은 없었군요」","""So this is the center of the building? There weren't any significant enemies.""",「那么，这里就是这栋大楼的中心区域吧？一路上并没有遇到什么像样的敌人呢。」
,,,,,,,,
Dialog.Chapter5-2-35,???(エレナ影),「……！誰ですか！？」,「……！誰ですか！？」,「……！你是誰！？」,"""......! Who are you!""",「……! 누구입니까!?」,"""...! Who's there?!""",「……！你是谁！？」
,,,,,,,,
Dialog.Chapter5-2-36,那由多,「聖月生徒会です。セントラルタワーを開放しに来ました―――エレナ？なぜあなたがこんな所に？」,「レギオン司令部です。セントラルタワーを開放しに来ました―――エレナ？なぜあなたがこんな所に？」,「我們是軍團司令部的人。是來解放中央塔的―――艾蓮娜？妳為什麼會在這裡？」,"""This is the Seigetsu Student Council. We're here to open up the Central Tower―――Erena? Why are you here?""",「레기온 사령부입니다. 센트럴 타워를 개방하러 왔습니다―――엘레나? 어째서 당신이 이런 곳에?」,"""Legion Command. We've come to liberate Central Tower—Elena? Why are you in a place like this?""",「我们是军团司令部的人。是来解放中央塔的―――艾莲娜？你为什么会在这里？」
,,,,,,,,
Dialog.Chapter5-2-37,エレナ,「…那由多ですか」,「…那由多ですか」,「……是那由多啊。」,"""Nayuta?""",「…나유타입니까」,"""Nayuta?""",「……是那由多啊。」
,那由多(制服)(変身解除),,,,,,,
Dialog.Chapter5-2-38,那由多,「貴女は財団に敗北し、拉致されていたはずでは？一体ここで何をやっているのですか？」,「貴女は財団に敗北し、拉致されていたたはずでは？一体ここで何をやっているのですか？」,「妳不是應該已經敗給財團，被他們擄走了嗎？現在到底在這裡做什麼？」,"""Weren't you supposed to have been defeated and abducted by the Foundation? What on earth are you doing here?""","「당신은 재단에 패배하여, 납치되었을 텐데요? 대체 여기서 뭘 하고 있는 겁니까?」","""Weren't you defeated by the Foundation and abducted? What exactly are you doing here?""",「你不是应该已经败给财团，被他们掳走了吗？现在到底在这里做什么？」
,,,,,,,,
Dialog.Chapter5-2-39,エレナ,「……財団を抜け出して一足早くここへ来ただけです。ここの職員は皆私が避難させました」,「……財団を抜け出して一足早くここへ来ただけです。ここの職員は皆私が避難させました」,「……我只是先從財團那邊脫身，稍微早一步趕到這裡而已。這裡的職員全都已經由我安排撤離了。」,"""I just got out of the ...... foundation and came here a step early. I evacuated all the staff here myself.""",「……재단을 빠져나와 한 발 먼저 여기로 왔을 뿐입니다. 여기 직원들은 전부 제가 피난시켰습니다」,"""I just escaped from the Foundation and got here ahead of you. I evacuated all the staff here.""",「……我只是先从财团那边脱身，稍微早一步赶到这里而已。这里的职员全都已经由我安排撤离了。」
,,,,,,,,
Dialog.Chapter5-2-40,那由多,「………そうですか。それなら連絡してくれればよかったのに」,「………そうですか。それなら連絡してくれればよかったのに」,「………這樣啊。那妳早說一聲聯絡我不就好了。」,"""'......... I see. Then you should have contacted me.""",「………그렇군요. 그렇다면 연락해주셨으면 좋았을 텐데」,"""...I see. You could have contacted us though.""",「………这样啊。那你早说一声联络我不就好了。」
,,,,,,,,
Dialog.Chapter5-2-41,那由多,「…とはいえここまで財団による被害が大きくなった原因は貴女にあります」,「…とはいえここまで財団による被害が大きくなった原因は貴女にあります」,「……話雖如此，如今財團把局面搞到這個地步，根本原因還是在妳身上。」,"""...but you are the cause of the damage done by the foundation.""",「…라고는 해도 여기까지 재단에 의한 피해가 커진 원인은 당신에게 있습니다」,"""However, you're the reason the Foundation's damage became this extensive.""",「……话虽如此，如今财团把局面搞到这个地步，根本原因还是在你身上。」
,,,,,,,,
Dialog.Chapter5-2-42,,「貴女なら大丈夫だと思っていたのですが、情けなくもこの程度の敵に負けてしまうとは…」,「貴女なら大丈夫だと思っていたのですが、情けなくもこの程度の敵に負けてしまうとは…」,「我原本以為以妳的實力應該沒問題，結果居然丟臉地輸給這種程度的敵人……」,"""I thought you would be all right, but you were pitifully defeated by an enemy of this caliber.""","「당신이라면 괜찮다고 생각했습니다만, 한심하게도 이 정도 적에게 패배해버리다니…」","""I thought you'd be fine, but to be defeated so pathetically by enemies of this level...""",「我原本以为以你的实力应该没问题，结果居然丢脸地输给这种程度的敌人……」
,,,,,,,,
Dialog.Chapter5-2-43,,「やれやれ、少し貴女の実力を買いかぶり過ぎていたかもしれませんね」,「やれやれ、少し貴女の実力を買いかぶり過ぎていたかもしれませんね」,「真是的，也許我是有點過度高估妳了呢。」,"""I may have overestimated your abilities a bit.""","「이런이런, 조금 당신의 실력을 너무 높게 평가했던 것일지도 모르겠군요」","""Good grief, perhaps I overestimated your abilities.""",「真是的，也许我是有点过度高估你了呢。」
,,,,,,,,
Dialog.Chapter5-2-44,エレナ,「…そうですね。理解しています」,「…そうですね。理解しています」,「……是啊。我很清楚。」,"""I understand. I understand.""",「…그렇군요. 이해하고 있습니다」,"""...You're right. I understand.""",「……是啊。我很清楚。」
,,,,,,,,
Dialog.Chapter5-2-45,那由多,「貴女にしてはやけに素直ですね…」,「貴女にしてはやけに素直ですね…」,「真稀奇... 妳今天比往常還要坦率啊。」,"""For a woman like you, you're awfully straightforward...""",「당신치고는 꽤 순순하군요…」,"""You're being unusually compliant...""",「真稀奇... 你今天比往常还要坦率啊。」
,,,,,,,,
Dialog.Chapter5-2-46,那由多,「おそらく副会長は解任となるでしょう。聖核戦姫の戦闘ライセンスの剝奪もあり得ます」,「おそらく副司令は解任となるでしょう。聖核戦姫の戦闘ライセンスの剝奪もあり得ます」,「妳的副司令職務大概會被解除吧。另外聖核戰姫的戰鬥執照也有可能被剝奪。」,"""Your status as vice president will be dismissed, and her license will be dismissed.""",「아마 부사령관은 해임될 것입니다. 성핵전희 전투 라이선스 박탈도 있을 수 있습니다」,"""You'll probably be dismissed as Deputy Commander. Your Holy Core Battlemaiden combat license may also be revoked.""",「你的副司令职务大概会被解除吧。另外圣核战姫的战斗执照也有可能被剥夺。」
,,,,,,,,
,,,,,,,,
Dialog.Chapter5-2-47,那由多,「…まあそのことは後で考えましょう。帰還します、エレナ、私に付いてきなさい」,「…まあそのことは後で考えましょう。帰還します、エレナ、私に付いてきなさい」,「……嘛，這種事情之後再想吧。我們要撤退了，艾蓮娜，跟我來。」,"""...well, we'll figure that out later. We will return, Erena, follow me.""","「…뭐 그건 나중에 생각하도록 하죠. 귀환합니다, 엘레나, 저를 따라오십시오」","""Well, let's think about that later. We're returning—Elena, follow me.""",「……嘛，这种事情之后再想吧。我们要撤退了，艾莲娜，跟我来。」
,,,,,,,,
Dialog.Chapter5-2-48,,那由多と他三人の生徒はエレナに背を向け部屋の外へ向かう,那由多と他三人の聖核戦姫はエレナに背を向け部屋の外へ向かう,那由多和另外三名聖核戰姫轉身，把艾蓮娜留在身後，往房間外走去。,Nayuta and three other students turn their backs to Erena and head out of the room.,나유타와 다른 세 명의 성핵전희는 엘레나에게 등을 돌리고 방 밖으로 향한다,Nayuta and the other three Holy Core Battlemaidens turned their backs to Elena and headed toward the room's exit.,那由多和另外三名圣核战姫转身，把艾莲娜留在身后，往房间外走去。
,,,,,,,,
Dialog.Chapter5-2-49,エレナ,「………ええ、わかりました」,「………ええ、わかりました」,「………好的，我明白了。」,"""......... yeah, okay.""","「………네, 알겠습니다」","""...Yes, understood.""",「………好的，我明白了。」
,,,,,,,,
Dialog.Chapter5-2-50,エレナ(変身),「………………変身、聖核戦姫、コード：ゴールド。」,「………………変身、聖核戦姫、コード：ゴールド。」,「………………變身。聖核戰姫，代號：黃金。」,""".................. transformation, Seikaku Princess, code: gold.""","「………………변신, 성핵전희, 코드: 골드.」","""...Transform, Holy Core Battlemaiden, Code: Gold.""",「………………变身。圣核战姫，代号：黄金。」
,,,,,,,,
Dialog.Chapter5-2-51,,ガキィィン！！,ガキィィン！！,嘎鏘——！！,Gakiin!,카킹!!,CLANG!!,嘎锵——！！
,,,,,,,,
Dialog.Chapter5-2-52,那由多,「――――――！？」,「――――――！？」,「――――――！？」,"""――――――!""",「――――――!?」,"""—?!""",「――――――！？」
,,,,,,,,
Dialog.Chapter5-2-53,,那由多の刀がエレナの矛を防ぐ,那由多の刀がエレナの矛を防ぐ,那由多拔刀擋下了艾蓮娜的長矛。,Nayuta's sword prevents Erena's spear.,나유타의 칼이 엘레나의 창을 막는다,Nayuta's sword blocked Elena's spear.,那由多拔刀挡下了艾莲娜的长矛。
,,,,,,,,
Dialog.Chapter5-2-54,エレナ,「流石那由多、この奇襲も防ぎますか」,「流石那由多、この奇襲も防ぎますか」,「不愧是那由多，連這種奇襲都能擋下來嗎。」,"""Nayuta is a master at preventing surprise attacks.""","「역시 나유타, 이 기습도 막습니까」","""As expected of you, Nayuta. You blocked even this surprise attack.""",「不愧是那由多，连这种奇袭都能挡下来吗。」
,,,,,,,,
Dialog.Chapter5-2-55,那由多,「…………エレナ…？自分が何をしているのか分かっているのですか？」,「…………エレナ…？自分が何をしているのか分かっているのですか？」,「…………艾蓮娜……？妳知道自己現在在做什麼嗎？」,"""............ Erena...? Do you know what you are doing?""",「…………엘레나…? 자신이 뭘 하고 있는지 알고 있는 겁니까?」,"""...Elena? Do you understand what you're doing?""",「…………艾莲娜……？你知道自己现在在做什么吗？」
,,,,,,,,
