Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
,,,,,,,,
Kei.Fallen1-124,京,「お゛お゛っ、もう、むりぃ♥！しぬっ♥」,「お゛お゛っ、もう、むりぃ♥！しぬっ♥」,「喔喔、已經、不行了！快死了！」,"""Oh, God, I can't take it! I'm gonna die!""","""Ohhh, I can't anymore♥! I'll die♥""","「오옷 오옷 옷, 이제, 무리잇♥! 죽어♥」",「喔喔、已经、不行了！快死了！」
,,,,,,,,
Kei.Fallen1-125,戦闘員,「ああ？、後がつかえてんのにしょうがねえなぁ？無理やりはめるしかねえな」,「ああ？、後がつかえてんのにしょうがねえなぁ？無理やりはめるしかねえな」,「啊？後面還有人等著呢，真沒辦法啊？只能硬插了。」,"""Oh? What can I do when my rear end is stuck? We'll just have to force it in.""","""Huh? There's still a line waiting, can't be helped. Guess we'll have to force it in.""","「아아?, 뒤가 밀렸는데 어쩔 수 없네? 억지로 박는 수밖에 없겠군」",「啊？后面还有人等着呢，真没办法啊？只能硬插了。」
,,,,,,,,
Kei.Fallen1-126,,ドチュッ、ドチュッ、ドチュッ！,ドチュッ、ドチュッ、ドチュッ！,咚、咚、咚！,"Dotch, dotch, dotch!","Squelch, squelch, squelch!","도츗, 도츗, 도츗!",咚、咚、咚！
,,,,,,,,
Kei.Fallen1-127,京,「ひあっ♥！、おしりのあなっ♥、はなせっ♥！」,「ひあっ♥！、おしりのあなっ♥、はなせっ♥！」,「呀♥！屁眼♥！放開♥！」,"""Hi, oh, oh, oh! I'm gonna get my butt in a knot!""","""Hyah♥! My asshole♥ Let go♥!""","「히앗♥!, 엉덩이 구멍♥, 놔줘♥!」",「呀♥！屁眼♥！放开♥！」
,,,,,,,,
Kei.Fallen1-128,,ドチュッ、ズッブ、ドチュ！,ドチュッ、ズッブ、ドチュ！,咚、噗滋、咚！,"Dotch, zub, dotch!","Squelch, thrust, squelch!","도츗, 즈읏브, 도츗!",咚、噗滋、咚！
,,,,,,,,
Kei.Fallen1-129,Kei darkness 1-14,ドビュッ、ビュルルルッルッ！,ドビュッ、ビュルルルッルッ！,咚、咻嚕嚕嚕嚕！,"Dobut, burrrrrrrrrrrr!","Spurt, splurrrt!","도븃, 뷰르르르릇르릇!",咚、咻噜噜噜噜！
,,,,,,,,
Kei.Fallen1-130,京,「ほお゛お゛っ！、チンポッ♥！？」,「ほお゛お゛っ！、チンポッ♥！？」,「喔喔！陽具♥！」,"""Oh, oh, oh, oh, oh! Dick!""","""Hohhh! Dick♥?!""","「호오옷 오옷 옷!, 자지♥!?」",「喔喔！阳具♥！」
,,,,,,,,
Kei.Fallen1-131,戦闘員,「おら、やっと折り返しだ！しっかりマンコ絞めて奉仕しろっ！」,「おら、やっと折り返しだ！しっかりマンコ絞めて奉仕しろっ！」,「喂！好不容易剩下一半了！好好夾緊鮑魚服侍！」,"""I'm finally going to turn around! Squeeze my cunt and serve me well!""","""Hey, we're finally halfway! Squeeze your pussy hard and serve us!""","「자, 드디어 반환점이다! 제대로 보지 조여서 봉사해!」",「喂！好不容易剩下一半了！好好夹紧鲍鱼服侍！」
,,,,,,,,
Kei.Fallen1-132,京,「お゛お゛っ！？、むりだっ♥、しぬぅっ♥！」,「お゛お゛っ！？、むりだっ♥、しぬぅっ♥！」,「喔喔！？不行了♥，快死了♥！」,"""Oh, oh, oh! I can't do it, I can't do it!""","""Ohhh?! I can't♥ I'll die♥!""","「오옷 오옷 옷!?, 무리다♥, 죽어엇♥!」",「喔喔！？不行了♥、快死了♥！」
,暗転,,,,,,,
Kei.Fallen1-133,Kei darkness 1-15,更に数時間後,更に数時間後,又過了數小時後,A few more hours later,Several more hours later...,다시 수 시간 후,又过了数小时后
,,,,,,,,
Kei.Fallen1-134,京,「ほおっ♥、お゛っ、…お゛っ♥」,「ほおっ♥、お゛っ、…お゛っ♥」,「呼♥！喔…喔♥」,"""Ho ho ♥, ooh... ooh... ooh... ooh...""","""Hoh♥ Oh... Oh♥""","「호오옷♥, 오옷 옷, …오옷 옷♥」",「呼♥！喔、…喔♥」
,,,,,,,,
Kei.Fallen1-135,戦闘員,「おっし、これで全員終わったな！」,「おっし、これで全員終わったな！」,「好，這樣所有人就結束了！」,"""Oops, I guess we're all done now!""","""Alright, that's everyone!""","「좋아, 이걸로 전원 끝났군!」",「好，这样所有人就结束了！」
,,,,,,,,
Kei.Fallen1-136,,「ったく、ザーメン臭くてかなわねえな」,「ったく、ザーメン臭くてかなわねえな」,「真是的，精液味濃得受不了。」,"""God, it reeks of cum.""","""Damn, this place reeks of cum.""","「정말, 정액 냄새나서 못 견디겠네」",「真是的，精液味浓得受不了。」
,,,,,,,,
Kei.Fallen1-137,京,「ひあっ♥……お、…わった？」,「ひあっ♥……お、…わった？」,「呀♥……結……束了？」,"""Hiya ♥♥...... Is it... over?""","""Hyah♥... Is it... over?""","「히앗♥…… 그, …끝났어?」",「呀♥……结、……束了？」
,,,,,,,,
Kei.Fallen1-138,戦闘員,「ああ、まあ最後の方はほとんど動かなくてぶっかけてるだけだったがな」,「ああ、まあ最後の方はほとんど動かなくてぶっかけてるだけだったがな」,「啊，雖然最後面妳幾乎動不了，我們只是亂射一通就是了。」,"""Yeah, well, the last one was almost motionless, just bukkake.""","""Yeah, though toward the end you barely moved and we were just coming on you.""","「아아, 뭐 마지막에는 거의 움직이지 않고 뿌리기만 했지만」",「啊，虽然最后面你几乎动不了，我们只是乱射一通就是了。」
,,,,,,,,
Kei.Fallen1-139,,「これから100人相手にしてもらうからな、しっかり準備しておけ」,「これから100人相手にしてもらうからな、しっかり準備しておけ」,「接下來還要應付100個人，做好準備。」,"""You're going to be dealing with a hundred people from now on, so be prepared.""","""You'll be taking on 100 guys from now on, so be prepared.""","「이제부터 100명 상대해야 하니까, 제대로 준비해둬」",「接下来还要应付100个人，做好准备。」
,,,,,,,,
Kei.Fallen1-140,京,「……なっ！？、っ♥、…そんなっ♥！」,「……なっ！？、っ♥、…そんなっ♥！」,「……什麼！？可惡♥……怎麼會♥！」,"""......? No way....♥!""","...What?! ♥... No way♥!""","「……뭣!?, 윽♥, …그런♥!」",「……什么！？、可恶♥、……怎么会♥！」
,,,,,,,,
Kei.Fallen1-141,戦闘員,「これからアジト備え付けオナホとして頑張ってくれ、じゃあな」,「これからアジト備え付けオナホとして頑張ってくれ、じゃあな」,「接下來就作為基地專用的自慰器努力吧，再見了。」,"""Good luck as a masturbator in the safe house from now on.""","""From now on, work hard as the hideout's installed sex toy. See ya.""","「이제부터 아지트 상비 오나홀로서 힘내줘, 그럼 안녕」",「接下来就作为基地专用的自慰器努力吧，再见了。」
,,,,,,,,
Kei Fallen Scene２,,,,,,,,
,暗転,,,,,,,
Kei.Fallen2-1,,京への調教が始まって一週間ほど,京への調教が始まって一週間ほど,京的調教開始約一週後,It's been about a week since we started training to Keito.,About a week had passed since Kei's training began.,케이에 대한 조교가 시작된 지 일주일 정도,京的调教开始约一周后
,,,,,,,,
Kei.Fallen2-2,Kei darkness 2-1,部屋に戦闘員の男たちが入ってくる,部屋に戦闘員の男たちが入ってくる,房間裡走進了戰鬥員們。,Combat men come into the room.,Male soldiers entered the room.,방에 전투원 남자들이 들어온다,房间里走进了战斗员们。
,,,,,,,,
Kei.Fallen2-3,京,「…………ああ、今日もこの時間か…」,「…………ああ、今日もこの時間か…」,「…………啊，今天又是這個時間嗎……」,"""............ Ah, it's that time of day again...""","""...Ah, it's that time again today...""","「…………아아, 오늘도 이 시간인가…」",「…………啊，今天又是这个时间吗……」
,,,,,,,,
Kei.Fallen2-4,戦闘員,「おいおいすっかりおとなしくなっちまったなぁ？最初の頃の余裕はどうした？」,「おいおいすっかりおとなしくなっちまったなぁ？最初の頃の余裕はどうした？」,「喂喂，妳變得真乖順啊？剛開始那股從容勁兒跑哪去了？」,"""Hey, hey, hey, you've gone all quiet, haven't you? Where's that confidence you had in the beginning?""","""Hey, hey, you've become completely docile, haven't you? What happened to that confidence from the beginning?""",「어이어이 완전히 얌전해졌잖아? 처음의 그 여유는 어쨌어?」,「喂喂，你变得真乖顺啊？刚开始那股从容劲儿跑哪去了？」
,,,,,,,,
Kei.Fallen2-5,京,「……とっとと始めてくれ」,「……とっとと始めてくれ」,「……快點開始吧。」,"""...... get on with it.""","""...Just get started already.""",「……빨리 시작해줘」,「……快点开始吧。」
,,,,,,,,
Kei.Fallen2-6,戦闘員,「はっ、物分かりが良くなっちまったな。いいぜ、今日もたっぷりハメてやる」,「はっ、物分かりが良くなっちまったな。いいぜ、今日もたっぷりハメてやる」,「哈，變得這麼通情達理了啊。好啊，今天也讓妳被插個夠。」,"""I'm getting more understanding now. I'm going to fuck you again today.""","""Ha, you know the drill. Fine, I'll fuck you plenty today too.""","「핫, 말귀 알아듣게 되었군. 좋아, 오늘도 듬뿍 박아주지」",「哈，变得这么通情达理了啊。好啊，今天也让你被插个够。」
,暗転,,,,,,,
Kei.Fallen2-7,Kei darkness 2-2,パチュッ、パチュッ、パチュッ、パチュッ！,パチュッ、パチュッ、パチュッ、パチュッ！,啪啾、啪啾、啪啾、啪啾！,"Patch, patch, patch, patch!","Squelch, squelch, squelch, squelch!","파츗, 파츗, 파츗, 파츗!",啪啾、啪啾、啪啾、啪啾！
,,,,,,,,
Kei.Fallen2-8,京,「……………………」,「……………………」,「……………………」,"""........................""","""...""",「……………………」,「……………………」
,,,,,,,,
Kei.Fallen2-9,戦闘員,「あれだけ毎日犯してんのにまだまだキツマンだなっ！流石は聖核戦姫だっ」,「あれだけ毎日犯してんのにまだまだキツマンだなっ！流石は聖核戦姫だっ」,「明明每天都幹妳這麼多次了，鮑魚還是這麼緊！不愧是聖核戰姫！」,"""I'm still a hard man even though I'm getting fucked every day! You are the Seikaku Princess.""","""Even after fucking you every day, you're still tight! As expected of a Holy Core Battlemaiden!""",「저렇게 매일 박는데도 아직 빡빡하네! 역시 성핵전희야!」,「明明每天都干你这么多次了，鲍鱼还是这么紧！不愧是圣核战姫！」
,,,,,,,,
Kei.Fallen2-10,京,「……それはどうも。」,「……それはどうも。」,「……那還真是多謝了。」,"""...... thanks for that.""","""...Thanks for that.""",「……그거 고맙네.」,「……那还真是多谢了。」
,,,,,,,,
Kei.Fallen2-11,戦闘員,「コイツッ、手コキも上手くなりやがって！その小さい手でよくやるぜ」,「コイツッ、手コキも上手くなりやがって！その細い手でよくやるぜ」,「這傢伙，口交也變熟練了！就憑妳那纖細的手，真虧妳能做到。」,"""He's getting good hand jobs, too! You're so good with those little hands of yours.""","""This bitch has gotten good at handjobs too! You do well with those thin hands.""","「이 녀석!, 손으로 대딸하는 게 능숙해졌잖아! 그 가는 손으로 잘도 하네」",「这家伙、口交也变熟练了！就凭你那纤细的手，真亏你能做到。」
,,,,,,,,
Kei.Fallen2-12,京,「…まあこれだけ相手していればね。嫌でも上手くなるさ」,「…まあこれだけ相手していればね。嫌でも上手くなるさ」,「……嘛，應付了這麼多人，不想熟練也難啊。」,"""I'm not going to be able to do it. You'll get good at it.""","""...Well, after dealing with this much, I'd get good at it whether I wanted to or not.""",「…뭐 이렇게 상대하다 보면 말이야. 싫어도 능숙해지지」,「……嘛，应付了这么多人，不想熟练也难啊。」
,,,,,,,,
Kei.Fallen2-13,,「……さあ、膣に力入れるからとっとと射精してくれ」,「……さあ、膣に力入れるからとっとと射精してくれ」,「……來吧，我陰道已經出力夾緊了，快點射精吧。」,"""...... Now, I'm going to put some pressure on your vagina and you're going to ejaculate.""","""...Now, I'll going to squeeze my vagina very hard, so hurry up and ejaculate.""","「……자, 질에 힘줄 테니 빨리 사정해줘」",「……来吧，我要用阴道的力量夹紧了，快点射精吧。」
,,,,,,,,
Kei.Fallen2-14,戦闘員,「っ、コイツ急に締め付けやがって！うおっ、出るっ！」,「っ、コイツ急に締め付けやがって！うおっ、出るっ！」,「可惡、這傢伙突然夾緊！哇喔、要射了！」,"""He's suddenly tightening up! Oh, it's coming out!""","""Ugh, this bitch suddenly tightened up! Whoa, I'm coming!""","「윽, 이 녀석 갑자기 조여오잖아! 우옷, 싼다!」",「可恶、这家伙突然夹紧！哇喔、要射了！」
,,,,,,,,
Kei.Fallen2-15,Kei darkness 2-3,ドビュッ、ビュルルルッルッ！,ドビュッ、ビュルルルッルッ！,咚、咻嚕嚕嚕嚕！,"Dobut, burrrrrrrrrrrr!","Spurt, splurrrt!","도븃, 뷰르르르릇르릇!",咚、咻噜噜噜噜！
,,,,,,,,
Kei.Fallen2-16,京,「…………おっけー。じゃあ次行こうか」,「…………おっけー。じゃあ次行こうか」,「…………OK。那麼換下一個吧。」,"""I said, ""............ okay. Let's go next.""","""...Okay. Next.""",「…………오케이. 그럼 다음 가자」,「…………OK。那么换下一个吧。」
,暗転,,,,,,,
Kei.Fallen2-17,Kei darkness 2-4,パンッ、パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ、パンッ！,啪、啪、啪、啪、啪！,"Pan, pan, pan, pan, pan, pan!","Slap, slap, slap, slap, slap!",팡! 팡! 팡! 팡! 팡!,啪、啪、啪、啪、啪！
,,,,,,,,
Kei.Fallen2-18,戦闘員,「ふうっ、オラどうだっ！」,「ふうっ、オラどうだっ！」,「呼……喂，怎麼樣！」,"""Phew, I'm good!""","""Phew, how's that?!""","「후웃, 자 어떠냐!」",「呼、喂，怎么样！」
,,,,,,,,
Kei.Fallen2-19,京,「…………………」,「…………………」,「…………………」,""".....................""","""...""",「…………………」,「…………………」
,,,,,,,,
Kei.Fallen2-20,戦闘員,「…コイツ随分無反応になりやがって、また汚ねえ声でアヘらせてやる！」,「…コイツ随分無反応になりやがって、また汚ねえ声でアヘらせてやる！」,「……這傢伙變得真沒反應，看我再把妳插到發出淫蕩的聲音！」,"""He's become so unresponsive, I'm going to make him fart in my filthy voice again!""","""...This bitch has become so unresponsive. I'll make you moan with that dirty voice again!""","「…이 녀석 상당히 무반응이 되었네, 다시 더러운 목소리로 아헤가오 시켜주마!」",「……这家伙变得真没反应，看我再把你插到发出淫荡的声音！」
,,,,,,,,
Kei.Fallen2-21,京,「…そうだね、もっとオナホを使うように激しく抽挿するといい」,「…そうだね、もっとオナホを使うように激しく抽挿するといい」,「……是啊，像自慰器一樣再激烈地抽插一點比較好。」,"""I think you should extract harder, like you would with a masturbator.""","""...Right, you should thrust more violently, like you're using a sex toy.""","「…그렇네, 더 오나홀을 사용하듯 격렬하게 왕복하는 게 좋아」",「……是啊，像自慰器一样再激烈地抽插一点比较好。」
,,,,,,,,
Kei.Fallen2-22,,「だんだん刺激にも慣れてきた。私もその方が楽しめるだろう」,「だんだん刺激にも慣れてきた。私もその方が楽しめるだろう」,「我已經漸漸習慣刺激了。這樣我會更享受的。」,"""I'm getting used to the stimulation. I'll probably enjoy it more that way too.""","""I've gradually gotten used to the stimulation. I'd probably enjoy it more that way too.""",「점점 자극에도 익숙해졌어. 나도 그 편이 더 즐거울 것 같아」,「我已经渐渐习惯刺激了。这样我会更享受的。」
,,,,,,,,
Kei.Fallen2-23,戦闘員,「……っ！コイツッ、舐めやがって！またチンポ教育が必要だなっ！」,「……っ！コイツッ、舐めやがって！またチンポ教育が必要だなっ！」,「……可惡！這傢伙、竟然敢小看我！需要再給妳來個陽具教育了！」,"""......! This guy's a licker! I need another dick education!""","""...! This bitch, looking down on me! I need to teach you with my dick!",「……윽! 이 녀석! 얕보고 있잖아! 다시 자지 교육이 필요하겠군!」,「……可恶！这家伙、竟然敢小看我！需要再给你来个阳具教育了！」
,,,,,,,,
Kei.Fallen2-24,,パンッ、パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ、パンッ！,啪、啪、啪、啪、啪！,"Pan, pan, pan, pan, pan, pan!","Slap, slap, slap, slap, slap!",팡! 팡! 팡! 팡! 팡!,啪、啪、啪、啪、啪！
,,,,,,,,
Kei.Fallen2-25,京,「っ♥、ふう、んっ♥、流石戦闘員だっ…」,「っ♥、ふう、んっ♥、流石戦闘員だっ…」,「可惡♥，呼…嗯♥，不愧是戰鬥員……」,"""I'm a fighter...""","""Ah♥ Phew, nn♥ As expected of a soldier...""","「윽♥, 후우, 응읏♥, 역시 전투원이군…」",「可恶♥、呼、嗯♥、不愧是战斗员……」
,,,,,,,,
Kei.Fallen2-26,,「改造チンポでこれだけ突かれるのはっ♥、やはり凄いねっ」,「改造チンポでこれだけ突かれるのはっ♥、やはり凄いねっ」,「被改造過的陽具這樣捅♥……果然很厲害呢。」,"""I'm still amazed that a modified cock can penetrate me this much.""","""Being pounded this much by a modified dick♥ It's incredible...""","「개조 자지로 이만큼 찔리는 건♥, 역시 굉장하네」",「被改造过的阳具这样捅♥……果然很厉害呢。」
,,,,,,,,
Kei.Fallen2-27,,パンッ、パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ、パンッ！,啪、啪、啪、啪、啪！,"Pan, pan, pan, pan, pan, pan!","Slap, slap, slap, slap, slap!",팡! 팡! 팡! 팡! 팡!,啪、啪、啪、啪、啪！
,,,,,,,,
Kei.Fallen2-28,戦闘員,「オラッ、イけっ！反省しろっ！」,「オラッ、イけっ！反省しろっ！」,「喂！射吧！好好反省一下！」,"""I'm going to come! Come on!""","""Come on, come already! Reflect on your attitude!""",「자! 가버려! 반성해!」,「喂！射吧！好好反省一下！」
,,,,,,,,
Kei.Fallen2-29,京,「っ♥、んっ、ふうっ……私も負けるわけにはいかないね…」,「っ♥、んっ、ふうっ……私も負けるわけにはいかないね…」,「♥嗯、呼……我也不能輸呢……」,"""I can't lose to you either...""","""Ah♥ Nn, phew... I can't afford to lose either...""","「윽♥, 응읏, 후웃…… 나도 질 수는 없지…」",「可恶♥、嗯、呼……我也不能输呢……」
,,,,,,,,
Kei.Fallen2-30,戦闘員,「っ、コイツ、急にっ、出すぞっ！」,「っ、コイツ、急にっ、出すぞっ！」,「這傢伙、突然！要射了！」,"""He's going to get it out!""","""Huh? Ugh, I'm coming!""","「윽, 이 녀석, 갑자기! 싼다!」",「可恶、这家伙、突然！要射了！」
,,,,,,,,
Kei.Fallen2-31,Kei darkness 2-5,ビュルッ、ビュルルルッルッ！,ビュルッ、ビュルルルッルッ！,咻嚕嚕嚕嚕、咻！,"Burr, burr, burr!","Splurt, splurrrt!","뷰릇, 뷰르르르릇르릇!",咻噜噜噜噜、咻！
,,,,,,,,
Kei.Fallen2-32,京,「……んっ♥、おっけー、しっかり濃いのでたっぽいね♥」,「……んっ♥、おっけー、しっかり濃いのでたっぽいね♥」,「……嗯♥、好，看來是射得很濃稠呢♥」,"""......, okay, it looks like it's really thick.""","""Nnnn♥ Wow, that was thick♥""","「……응읏♥, 오케이, 제대로 진한 거 나온 것 같네♥」",「……嗯♥、好，看来是射得很浓稠呢♥」
,,,,,,,,
Kei.Fallen2-33,戦闘員,「っ、はあ、はあ、コイツッ」,「っ、はあ、はあ、コイツッ」,「哈、哈，這傢伙。」,"""Ha, ha, ha, this guy.""","""Haaa... You...""","「윽, 하아, 하아, 이 녀석」",「可恶、哈、哈、这家蚪」
,,,,,,,,
Kei.Fallen2-34,,「…さて、次だ。とっとと全員やっちゃおうか」,「…さて、次だ。とっとと全員やっちゃおうか」,「……那麼，下一個。快點把所有人都解決掉吧。」,"""...Now, let's move on. Let's do them all quickly.""","""...Now then, next. Let's quickly do everyone.""","「…자, 다음이다. 빨리 전부 해치우자」",「……那么，下一个。快点把所有人都解决掉吧。」
,暗転,,,,,,,
Kei.Fallen2-35,Kei darkness 2-6,パチュッ、パチュッ、パチュッ、パチュッ！,パチュッ、パチュッ、パチュッ、パチュッ！,啪啾、啪啾、啪啾、啪啾！,"Patch, patch, patch, patch!","Squelch, squelch, squelch, squelch!","파츗, 파츗, 파츗, 파츗!",啪啾、啪啾、啪啾、啪啾！
,,,,,,,,
Kei.Fallen2-36,京,「んっ♥、んんっ、ジュルッ、ジュルッ、ジュプッ♥」,「んっ♥、んんっ、ジュルッ、ジュルッ、ジュプッ♥」,「嗯♥、嗯嗯、咕嚕、咕嚕、咕啵♥」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥""","""Nn♥ Nnn, slurp, slurp, schlup♥""","「응읏♥, 응응읏, 쥬릇, 쥬릇, 쥬풋♥」",「嗯♥、嗯嗯、咕噜、咕噜、咕啵♥」
,,,,,,,,
Kei.Fallen2-37,戦闘員,「ぐッ、コイツの口オナホ吸い付き強くなりやがってっ」,「ぐッ、コイツの口オナホ吸い付き強くなりやがってっ」,「唔，這傢伙的嘴巴吸得比自慰器還緊。」,"""Damn, his mouth masturbator sucks harder and harder.""","""Guh, her mouth is is sucking really hard!""","「크윽, 이 녀석 입 오나홀 흡입력이 강해졌잖아」",「唔、这家伙的嘴巴吸得比自慰器还紧。」
,,,,,,,,
Kei.Fallen2-38,京,「ちゅぽっ♥、ジュルッ、ジュルッ♥」,「ちゅぽっ♥、ジュルッ、ジュルッ♥」,「啾啵♥、咕嚕、咕嚕♥」,"""Chupo ♥, julp, julp ♥.""","""Suck♥ Slurp, slurp♥""","「츄폿♥, 쥬릇, 쥬릇♥」",「啾啵♥、咕噜、咕噜♥」
,,,,,,,,
Kei.Fallen2-39,戦闘員,「口もマンコもチンポに吸い付いて離れねえっ！どうなってるんだ！？」,「口もマンコもチンポに吸い付いて離れねえっ！どうなってるんだ！？」,「嘴巴和鮑魚都緊緊吸住陽具不放！這是怎麼回事！？」,"""She said, ""My mouth and pussy are sucking on my cock and won't leave it! What's going on?""","""Both her mouth and pussy are sucking on my dick and won't let go! What's going on?!""",「입도 보지도 자지에 달라붙어서 떨어지지 않아! 어떻게 된 거야!?」,「嘴巴和鲍鱼都紧紧吸住阳具不放！这是怎么回事！？」
,Kei darkness 2-7,,,,,,,
Kei.Fallen2-40,京,「んっ♥、チュポッ、チュポッ、チュポッ、チュポッ♥」,「んっ♥、チュポッ、チュポッ、チュポッ、チュポッ♥」,「嗯♥、啾啵、啾啵、啾啵、啾啵♥」,"""♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥""","""Nn♥ Suck, suck, suck, suck♥""","「응읏♥, 츄폿, 츄폿, 츄폿, 츄폿♥」",「嗯♥、啾啵、啾啵、啾啵、啾啵♥」
,,,,,,,,
Kei.Fallen2-41,,京は精液をねだるように上下の穴で激しく戦闘員のチンポに刺激を加える,京は精液をねだるように上下の穴で激しく戦闘員のチンポに刺激を加える,京用上下的洞劇烈地刺激戰鬥員的陽具，像是在索求精液。,Kei stimulates the fighter's cock violently with his upper and lower holes as if begging for semen,Kei stimulated the soldiers' dicks intensely with her holes as if begging for semen.,케이는 정액을 조르듯 위아래 구멍으로 격렬하게 전투원의 자지에 자극을 가한다,京用上下的洞剧烈地刺激战斗员的阳具，像是在索求精液。
,,,,,,,,
Kei.Fallen2-42,戦闘員,「くっ、コイツ生意気なっ！」,「くっ、コイツ生意気なっ！」,「咕，這傢伙真囂張！」,"""Damn, he's cocky!""","""Kuh, this bitch is getting cocky!""","「크윽, 이 녀석 건방지게!」",「可恶、这家伙真嚣张！」
,,,,,,,,
Kei.Fallen2-43,京,「グプッ、ジュプッ、ジュルルルッ！♥」,「グプッ、ジュプッ、ジュルルルッ！♥」,「咕啵、咕啵、咕嚕嚕嚕！♥」,"""Gup, jup, jup, jup! ♥♥""","""Glup, schlup, slurrrrp!♥""","「크풋, 쥬풋, 쥬르르르릇!♥」",「咕啵、咕啵、咕噜噜噜！♥」
,,,,,,,,
Kei.Fallen2-44,,「ジュプッ、ズルルッ！」,「ジュプッ、ズルルッ！」,「咕啵、咕溜！」,"""Jup, zulch!""","""Schlup, slurrp!""","「쥬풋, 즈르릇!」",「咕啵、咕溜！」
,,,,,,,,
Kei.Fallen2-45,戦闘員,「うおっ、耐えられねえっ、出るっ！」,「うおっ、耐えられねえっ、出るっ！」,「哇喔，受不了了，要射了！」,"""Oh, I can't stand it, I'm coming out!""","""Whoa, I can't hold it, I'm comoing!""","「우옷, 견딜 수 없어! 싼다!」",「哇喔、受不了了、要射了！」
,,,,,,,,
Kei.Fallen2-46,Kei darkness 2-8,ビュルルルッルッ、ビュルッ、ドブッ！,ビュルルルッルッ、ビュルッ、ドブッ！,咻嚕嚕嚕嚕、咻、咚！,,"Splurrrt, splurt, gush!","뷰르르르릇르릇, 뷰릇, 돕!",咻噜噜噜噜、咻、咚！
,,,,,,,,
Kei.Fallen2-47,京,「んっ♥、ジュルッ、ゴキュッ、ゴキュッ、んっ♥」,「んっ♥、ジュルッ、ゴキュッ、ゴキュッ、んっ♥」,「嗯♥、咕嚕、咕咚、咕咚、嗯♥」,"""♥♥♥, julp, gurgle, gurgle, mmm...""","""Nn♥ Slurp, gulp, gulp, nn♥""","「응읏♥, 쥬릇, 꿀꺽, 꿀꺽, 응읏♥」",「嗯♥、咕噜、咕咚、咕咚、嗯♥」
,,,,,,,,
Kei.Fallen2-48,,「ジュルルル♥、グプッ♥」,「ジュルルル♥、グプッ♥」,「咕嚕嚕♥、咕啵♥」,"""Jools ♥, gulp ♥.""","""Slurrrp♥ Glup♥""","「쥬르르르♥, 크풋♥」",「咕噜噜♥、咕啵♥」
,,,,,,,,
Kei.Fallen2-49,戦闘員,「っ、コイツ根元から吸い上げるようにっ！」,「っ、コイツ根元から吸い上げるようにっ！」,「這傢伙從根部開始吸！」,"""Oh, this thing is sucking me up from the root!""","""Ugh, she's sucking it up from the base!""",「윽! 이 녀석 뿌리부터 빨아올리듯!」,「可恶、这家伙从根部开始吸！」
,Kei darkness 2-9,,,,,,,
Kei.Fallen2-50,京,「ジュルルル、ジュプッ♥♥♥」,「ジュルルル、ジュプッ♥♥♥」,「咕嚕嚕、咕啵、咕啵♥♥♥」,"""Jools, Jupe ♥♥♥♥♥♥""","""Slurrrp, schlup♥♥♥""","「쥬르르르, 쥬풋♥♥♥」",「咕噜噜、咕啵、咕啵♥♥♥」
,,,,,,,,
Kei.Fallen2-51,戦闘員,「うおっ、ぐっ、全部吸い取られるっ！？」,「うおっ、ぐっ、全部吸い取られるっ！？」,「哇喔、唔、要被吸光了！？」,"""Whoa, geez, they're sucking it all away!""","""Whoa, guh, she's sucking it all out?!""","「우옷, 크윽, 전부 빨려나가!?」",「哇喔、唔、要被吸光了！？」
,,,,,,,,
Kei.Fallen2-52,京,「ズルルッ！ゴキュッ♥ゴキュッ♥……けぷっ」,「ズルルッ！ゴキュッ♥ゴキュッ♥……けぷっ」,「咕溜！咕咚♥、咕咚♥……嗝」,"""Zuruluppu! Gokyukk♥Gokyukk♥...... keppu.""","""Slurrp! Gulp♥ Gulp♥... burp""",「즈르릇! 꿀꺽♥꿀꺽♥…… 케풋」,「咕溜！咕咚♥、咕咚♥……嗝」
,,,,,,,,
Kei.Fallen2-53,,「んっ、おしまい。次行こうか」,「んっ、おしまい。次行こうか」,「嗯，結束了。換下一個吧。」,"""Hmm, that's it. Let's go next time.""","""Done. Next!""","「응읏, 끝. 다음 가자」",「嗯，结束了。换下一个吧。」
,暗転,,,,,,,
,Kei darkness 2-10,,,,,,,
Kei.Fallen2-54,京,「ジュルッ、ジュルッ、ジュルルル♥」,「ジュルッ、ジュルッ、ジュルルル♥」,「咕嚕、咕嚕、咕嚕嚕♥！」,"""Jools, jools, jools ♥""","""Slurp, slurp, slurrrp♥""","「쥬릇, 쥬릇, 쥬르르르♥」",「咕噜、咕噜、咕噜噜♥！」
,,,,,,,,
