Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,English_Steam,Korean_Steam,Simplified Chinese_Steam
Dialog.Chapter3-1-49,京,「……じゃあ最後に。エレナが動いた以上財団も近いうちにこちらが攻撃を仕掛けることには感づいているはず。しばらくは身辺に注意した方がいいかも」,「……じゃあ最後に。エレナが動いた以上財団も近いうちにこちらが攻撃を仕掛けることには感づいているはず。しばらくは身辺に注意した方がいいかも」,「……最後我再說一句。既然艾蓮娜要出動，財團理應也察覺到我們不久後會發動攻擊。這陣子還是多注意自身安全比較好。」,"""...... Well then. Since you've has made your move, the foundation must have sensed that we will attack soon. We should be careful for the time being.""","""...One final thing. Now that you are on the move, the Foundation will likely attack us soon. You should be alert of your surroundings.""",「……그럼 마지막으로. 엘레나가 움직인 이상 재단도 조만간 이쪽이 공격을 개시할 것이라는 것은 눈치챘을 거야. 당분간은 신변에 주의하는 게 좋을지도」,「……最后我再说一句。既然艾莲娜要出动，财团理应也察觉到我们不久后会发动攻击。这阵子还是多注意自身安全比较好。」
,,,,,,,,
Dialog.Chapter3-1-50,エレナ,「ご忠告ありがとうございます。それでは」,「ご忠告ありがとうございます。それでは」,「謝謝您的忠告。那就這樣吧。」,"""Thank you for your advice. Good bye.""","""Thank you for the advice. Goodbye.""",「충고 감사합니다. 그럼」,「谢谢您的忠告。那就这样吧。」
,,,,,,,,
Dialog.Chapter3-1-51,京,「……………じゃあね」,「……………じゃあね」,「…………再見。」,""".... See you.""","""...Bye.""",「……………그럼 안녕」,「…………再见。」
,,,,,,,,
,,,,,,,,
,,,,,,,,
Dialog.Chapter3-1-52,エレナ,「それで…何の用事でしょうか？この後も予定が立て込んでいますので手短にお願いします」,「それで…何の用事でしょうか？この後も予定が立て込んでいますので手短にお願いします」,「那麼……請問您有什麼事呢？我接下來的行程很滿，還請您長話短說。」,"""So...what can I do for you? I have a lot of plans for the rest of the day, so please be brief.""","""What is it? I have other matters to attend to, please make it short.""",「그래서… 무슨 용무이십니까? 이 후에도 예정이 꽉 차 있으니 짧게 부탁드립니다」,「那么……请问您有什么事呢？我接下来的行程很满，还请您长话短说。」
,,,,,,,,
Dialog.Chapter3-1-53,理事長,「ふむ。何故呼ばれたのか心当たりはないかね？」,「ふむ。何故呼ばれたのか心当たりはないかね？」,「嗯。對於自己為什麼會被叫來，妳沒有頭緒嗎？」,"""Hm. Do you have any idea why you were called?""","""You don't know the reason for this call?""",「흠. 왜 불렀는지 짐작 가는 바는 없나?」,「嗯。对于自己为什么会被叫来，你没有头绪吗？」
,,,,,,,,
Dialog.Chapter3-1-54,エレナ,「……いえ。」,「……いえ。」,「……沒有。」,"""...... No.""","""...No.""",「……아뇨.」,「……没有。」
,,,,,,,,
Dialog.Chapter3-1-55,理事長,「ではこの動画を見ていただこう」,「ではこの動画を見ていただこう」,「那就先請妳看一下這段影片吧。」,"""Let's take a look at this video.""","""Well, please watch this video.""",「그럼 이 동영상을 보도록 하지」,「那就先请你看一下这段影片吧。」
,,,,,,,,
Dialog.Chapter3-1-56,モニター画面,―――――――――――――――――――――,―――――――――――――――――――――,―――――――――――――――――――――, ―――――――――――――――――――――,---------------------------------------,―――――――――――――――――――――,―――――――――――――――――――――
,執務室,,,,,,,
Dialog.Chapter3-1-57,エレナ,「……ふう、もうこんな時間ですか……」,「……ふう、もうこんな時間ですか……」,「……呼，已經到這個點了嗎……」,"""...... Hu, is it that time already ......?""","""Already so late?""","「……후우, 벌써 이런 시간입니까……」",「……呼，已经到这个点了吗……」
,,,,,,,,
Dialog.Chapter3-1-58,,「今日の仕事の残りは……うぅ、まだ結構ありますね…」,「今日の仕事の残りは……うぅ、まだ結構ありますね…」,「今天剩下的工作……唔，還有不少呢……」,"""The rest of today's work is at ...... Ugh, there's still quite a bit left to do...""","""There's... still a lot of work to do, hmm.""","「오늘 남은 일은…… 우우, 아직 꽤 있네요…」",「今天剩下的工作……唔，还有不少呢……」
,,,,,,,,
Dialog.Chapter3-1-59,,「………もう学校には誰も残っていませんね……。うん……………。」,「………もう司令部には誰も残っていませんね……。うん……………。」,「………司令部裡已經誰都不在了呢……嗯……………。」,"""There's no one left at ......... school anymore. ....... Yeah. ................""","""...And there's no one left in the Command Center.""",「………이제 사령부에는 아무도 남아 있지 않군요……. 응…………….」,「………司令部里已经谁都不在了呢……嗯……………。」
,Erena story 1,,,,,,,
Dialog.Chapter3-1-60,,クチュッ♥クチュッ♥クチュッ♥,クチュッ♥クチュッ♥クチュッ♥,啾啾♥ 啾啾♥ 啾啾♥,♥...♥..♥,Squelch♥ Squelch♥ Squelch♥,쿠츗♥쿠츗♥쿠츗♥,啾啾♥ 啾啾♥ 啾啾♥
,,,,,,,,
Dialog.Chapter3-1-61,,誰もいない生徒会執務室の中に淫らな水音が響き渡る,誰もいない司令部の中に淫らな水音が響き渡る,空無一人的司令部裡，迴盪著曖昧的水聲。,The sound of lewd water echoes through the empty student council office.,A perverted and wet noise echoed through the deserted Command Center.,아무도 없는 사령부 안에 음란한 물소리가 울려 퍼진다,空无一人的司令部里，回荡着暧昧的水声。
,,,,,,,,
Dialog.Chapter3-1-62,エレナ,「……っ♥、はあっ♥、んっ♥、んぅ♥、んっ♥！」,「……っ♥、はあっ♥、んっ♥、んぅ♥、んっ♥！」,……♥ 哈啊♥ 嗯♥ 嗯嗚♥ 嗯♥！,"""......♥, hah ♥, mmmm ♥, mmmm ♥, mmmm ♥!""","""....mmm. Haaa♥ Nnnn... Hnnn... Hnnnnnnnnn♥!""","「……읏♥, 하앗♥, 응읏♥, 으응♥, 응읏♥!」",……♥ 哈啊♥ 嗯♥ 嗯呜♥ 嗯♥！
,,,,,,,,
Dialog.Chapter3-1-63,,「まったく、はぁ♥、誰も彼も余計な問題ばかり起こしてっ♥！私はっ♥、いつになったら家に帰れるのですかっ♥！？」,「まったく、はぁ♥、誰も彼も余計な問題ばかり起こしてっ♥！私はっ♥、いつになったら家に帰れるのですかっ♥！？」,「真是的，哈啊♥大家老是惹出多餘的麻煩♥！我到底♥什麼時候才能回家啊♥！？」,"""I'm not sure what to do! When can I go home?""","""Ugh... Haaa♥ Everyone is giving me problems!♥ When... When can I go home?!♥""","「정말, 하앗♥, 하나같이 쓸데없는 문제만 일으키고♥! 저는♥, 언제 집에 돌아갈 수 있는 겁니까♥!?」",「真是的，哈啊♥大家老是惹出多馀的麻烦♥！我到底♥什么时候才能回家啊♥！？」
,,,,,,,,
Dialog.Chapter3-1-64,,シュリッ♥、クチュッ♥、チュプッ♥、クチュッ♥,シュリッ♥、クチュッ♥、チュプッ♥、クチュッ♥,咻哩♥ 啾啾♥ 啾噗♥ 啾啾♥,♥...♥..♥,Squelch♥ Squelch♥ Squelch♥,"슈릿♥, 쿠츗♥, 츄풋♥, 쿠츗♥",咻哩♥ 啾啾♥ 啾噗♥ 啾啾♥
,,,,,,,,
Dialog.Chapter3-1-65,,「はあっ♥、聖核戦姫の力が目覚めてからというものっ♥♥、はあっ♥、体の疼きが止まりませんっ♥」,「はあっ♥、聖核戦姫の力が目覚めてからというものっ♥♥、はあっ♥、体の疼きが止まりませんっ♥」,「哈啊♥，自從聖核戰姬的力量覺醒之後♥♥，哈啊♥，身體的悸動就停不下來♥」,"""Since the power of the Seikaku Princess has been awakened, my body has been tingling.""","""Haaa... Since my powers as a Holy Core Battlemaiden were awakened... Haa... My body has not stopped aching...""","「하앗♥, 성핵전희의 힘이 깨어나고부터는♥♥, 하앗♥, 몸의 가려움이 멈추지 않습니다♥」",「哈啊♥，自从圣核战姬的力量觉醒之后♥♥，哈啊♥，身体的悸动就停不下来♥」
,,,,,,,,
Dialog.Chapter3-1-66,,「それなのにっ♥♥、仕事はこんなに増えてっ♥、はあっ♥、もうここで発散するしかないじゃないですか♥！」,「それなのにっ♥♥、仕事はこんなに増えてっ♥、はあっ♥、もうここで発散するしかないじゃないですか♥！」,「偏偏♥♥，工作還增加這麼多♥，哈啊♥，我不是只能在這裡發洩了嗎♥！」,"""But, I've got so much more work to do, I have no choice but to vent here!""","""But...♥ I keep getting more work...♥ Haaa... So I can only do this here!♥","「그런데♥♥, 일은 이렇게 늘어나고♥, 하앗♥, 이제 여기서 발산할 수밖에 없지 않습니까♥!」",「偏偏♥♥，工作还增加这么多♥，哈啊♥，我不是只能在这里发泄了吗♥！」
,,,,,,,,
Dialog.Chapter3-1-67,,シュリッ♥、シュリッ♥、クチュッ♥、チュプッ♥、クチュッ♥,シュリッ♥、シュリッ♥、クチュッ♥、チュプッ♥、クチュッ♥,咻哩♥、咻哩♥、啾啾♥、啾噗♥、啾啾♥," choo―choo ♥, choo―poo ♥, choo―choo ♥.",Squelch♥ Squelch♥ Squelch♥,"슈릿♥, 슈릿♥, 쿠츗♥, 츄풋♥, 쿠츗♥",咻哩♥、咻哩♥、啾啾♥、啾噗♥、啾啾♥
,,,,,,,,
Dialog.Chapter3-1-68,,「はぁ♥、はあっ♥、財団もっ♥、この忙しい時期にっ♥、余計な仕事をっ♥」,「はぁ♥、はあっ♥、財団もっ♥、この忙しい時期にっ♥、余計な仕事をっ♥」,「財團也是♥，偏偏選在這麼忙的時期♥，硬是多添了一堆工作♥」,"""Haa♥, haa♥, foundation too, at this busy time of the year, extra work!""","""Haaa...♥ And the Foundation...♥ Another headache during such a...♥ busy period...♥""","「하아♥, 하앗♥, 재단도♥, 이 바쁜 시기에♥, 쓸데없는 일을♥」",「财团也是♥，偏偏选在这么忙的时期♥，硬是多添了一堆工作♥」
,,,,,,,,
Dialog.Chapter3-1-69,,「あ゛～～♥、んっ♥、んうっ♥、んっ♥、んんっ♥」,「あ゛～～♥、んっ♥、んうっ♥、んっ♥、んんっ♥」,「啊～～♥、嗯♥、嗯嗚♥、嗯♥、嗯嗯♥」,"""Aaahhh~♥, mmmm, mmmm, mmmm, mmmm, mmmm.""","""Ahhnnnn!♥ Nnnn♥ Haaaaa♥ Nnnn... Nnnnnn♥""","「아옷 ～～♥, 응읏♥, 으읏♥, 응읏♥, 응응읏♥」",「啊～～♥、嗯♥、嗯呜♥、嗯♥、嗯嗯♥」
,,,,,,,,
Dialog.Chapter3-1-70,,「これだけやらなきゃいけないことがあるんですからっ♥♥、生徒会室でこれくらいっ♥、はぁっ♥」,「これだけやらなきゃいけないことがあるんですからっ♥♥、司令部でこれくらいっ♥、はぁっ♥」,「我要處理的事情這麼多♥♥，這種程度♥的事，應該能被接受吧♥」,"""I have to do so much, so much in the student council room, haa.""","""I just... have to do this♥ At the Command Center...♥ Haaa...""","「이렇게 할 일이 많은데요♥♥, 사령부에서 이 정도는♥, 하앗♥」",「我要处理的事情这么多♥♥，这种程度♥的事，应该能被接受吧♥」
,,,,,,,,
Dialog.Chapter3-1-71,,クチュッ♥、シュリッ♥、シュリッ♥、クチュッ♥、チュプッ♥、クチュッ♥,クチュッ♥、シュリッ♥、シュリッ♥、クチュッ♥、チュプッ♥、クチュッ♥,「啾啾♥、咻哩♥、咻哩♥、啾啾♥、啾噗♥、啾啾♥」,"kuchu♥, tupu♥, kuchu♥, kuchu♥, kuchu♥.",Squelch♥ Squelch♥ Squelch♥,"쿠츗♥, 슈릿♥, 슈릿♥, 쿠츗♥, 츄풋♥, 쿠츗♥",「啾啾♥、咻哩♥、咻哩♥、啾啾♥、啾噗♥、啾啾♥」
,,,,,,,,
Dialog.Chapter3-1-72,,「う゛う～～～♥、んうっ♥♥、はぁ♥、はぁ♥………ふうっ♥…仕事に戻りますか…」,「う゛う～～～♥、んうっ♥♥、はぁ♥、はぁ♥………ふうっ♥…仕事に戻りますか…」,「唔……呼……好了，差不多該回去工作了……」,"""Uuuu~~♥, mmmmmm ♥♥, hah ♥, hah ♥ ......... fuh ♥... back to work, I guess...""","""Nnnngggg♥ Nnnnnnn♥ Haaaa... Haaaa♥ Time to get back to work...""","「으옷 으～～～♥, 으읏♥♥, 하아♥, 하아♥………후웃♥… 일하러 돌아갈까요…」",「唔……呼……好了，差不多该回去工作了……」
,,,,,,,,
,,,,,,,,
Dialog.Chapter3-1-73,,――――――――――――――――――――――――,――――――――――――――――――――――――,――――――――――――――――――――――――, ――――――――――――――――――――――――,---------------------------------------,――――――――――――――――――――――――,――――――――――――――――――――――――
,,,,,,,,
,執務室,,,,,,,
Dialog.Chapter3-1-74,エレナ,「――――っなぜそんな動画をっ！？」,「――――っなぜそんな動画をっ！？」,「――――為、為什麼會有這種影片！？」,"""―――― why did you make that video?""","""...Why do you have this video?!""",「――――읏 어째서 그런 동영상을!」,「――――为、为什么会有这种影片！？」
,,,,,,,,
Dialog.Chapter3-1-75,理事長,「君は真面目で模範的な生徒だと思っていたのだが…残念だよ」,「君は真面目で模範的な聖核戦姫だと思っていたのだが…残念だよ」,「我一直以為妳是認真又模範的聖核戰姫……真是讓人失望啊。」,"""I thought you were a serious and exemplary student, and I'm sorry to hear that.""","""I thought you were a serious Holy Core Battlemaiden and a role model... What a shame.""",「자네는 성실하고 모범적인 성핵전희라고 생각했는데… 유감이야」,「我一直以为你是认真又模范的圣核战姫……真是让人失望啊。」
,,,,,,,,
Dialog.Chapter3-1-76,エレナ,「……盗撮ですっ！勝手にこんな動画をっ！」,「……盗撮ですっ！勝手にこんな動画をっ！」,「……這是偷拍！你竟然擅自拍這種影片！」,"""...... That's creepy! You didn't have my permission!""","""...This is unauthorized! How can you...""",「……도촬입니다! 멋대로 이런 동영상을!」,「……这是偷拍！你竟然擅自拍这种影片！」
,,,,,,,,
Dialog.Chapter3-1-77,理事長,「いや、私はただ君たちがちゃんと仕事をしているか確認するためにカメラを設置しただけだ」,「いや、私はただ君たちがちゃんと仕事をしているか確認するためにカメラを設置しただけだ」,「不，我只是為了確認妳們有沒有好好工作，才裝了攝影機而已。」,"""No, I just set up the cameras to make sure you guys were doing your job properly.""","""I only set the cameras to make sure that you are working hard.""","「아니, 나는 단지 자네들이 제대로 일하고 있는지 확인하기 위해 카메라를 설치했을 뿐이다」",「不，我只是为了确认你们有没有好好工作，才装了摄影机而已。」
,,,,,,,,
Dialog.Chapter3-1-78,,「それに公共の場でこのような破廉恥な行為をしていたのは君だろう？」,「それに公共の場でこのような破廉恥な行為をしていたのは君だろう？」,「再說了，在公共場所做這種不知羞恥的事的人，是妳自己吧？」,"""'And you were the one who was committing these riotous acts in public, weren't you?""","""You are the one who performed such a lewd act in public, aren't you?""",「게다가 공공장소에서 이런 파렴치한 행위를 하고 있던 것은 자네 아닌가?」,「再说了，在公共场所做这种不知羞耻的事的人，是你自己吧？」
,,,,,,,,
Dialog.Chapter3-1-79,エレナ,「………っ！しかしっ！」,「………っ！しかしっ！」,「………！可是！」,""".........! But!""","""...But!""",「………윽! 하지만!」,「………！可是！」
,,,,,,,,
Dialog.Chapter3-1-80,理事長,「できれば私も大事にはしたくないとは思っている。何せ大財閥の令嬢の君のこんな姿が世に出ることになったら大変だからね」,「できれば私も大事にはしたくないとは思っている。何せ大財閥の令嬢の君のこんな姿が世に出ることになったら大変だからね」,「我呢，也是盡量不想把事情鬧大的。畢竟，要是身為大財閥千金的妳，以這種姿態曝光在世人面前，可就糟了啊。」,"""I don't want to make a big deal out of it if I can help it,"" he said. After all, it would be very difficult for the daughter of a large conglomerate to be seen in such a manner.""","""If possible, I don't want to make a big deal out of this. After all, if the video of you, the heiress of the Kiyofuji Group, got out, it would be tragic.",「가능하면 나도 큰일로 만들고 싶지는 않다고 생각하고 있다. 어쨌든 대재벌 영애인 자네의 이런 모습이 세상에 알려지게 되면 큰일이니까」,「我呢，也是尽量不想把事情闹大的。毕竟，要是身为大财阀千金的你，以这种姿态曝光在世人面前，可就糟了啊。」
,,,,,,,,
Dialog.Chapter3-1-81,エレナ,「！、…っ、焦らさずに言ってください！何が望みなのですか！？」,「！、…っ、焦らさずに言ってください！何が望みなのですか！？」,「！ …請別再賣關子了！你到底想要什麼！？」,"""...Just tell me what do you want?""","""...Please don't beat around the bush. What do you want?!""","「!, …윽, 애태우지 말고 말해주세요! 원하는 게 뭡니까!?」",「！ …请别再卖关子了！你到底想要什么！？」
,,,,,,,,
Dialog.Chapter3-1-82,理事長,「……何、簡単なことだ。ただちょっと写真を撮らせてもらえればいい。ついでに君の性欲解消もしてあげよう」,「……何、簡単なことだ。ただちょっと写真を撮らせてもらえればいい。ついでに君の性欲の解消もしてあげよう」,「……沒什麼，很簡單。我只要拍幾張照片就好。順便也幫妳解決一下妳那積累的性慾。」,"""...... What, it's easy. Just let me take a few pictures. I'll even relieve your libido while I'm at it.""","""It's very simple. Just let me take some photos of you, and I'll fulfill your sexual desire.""","「……뭐, 간단한 일이다. 그냥 잠깐 사진 좀 찍게 해주면 된다. 덤으로 자네의 성욕 해소도 해주지」",「……没什么，很简单。我只要拍几张照片就好。顺便也帮你解决一下你那积累的性欲。」
,,,,,,,,
Dialog.Chapter3-1-83,エレナ,「………っ、わかり、ました」,「………っ、わかり、ました」,「………我、我知道了。」,"""......... o, okay.""","""...Understood.""","「………윽, 알겠, 습니다」",「………我、我知道了。」
,,,,,,,,
Dialog.Chapter3-1-84,理事長,「グフフッ、心配することは無い、私と君だけの秘密だ」,「グフフッ、心配することは無い、私と君だけの秘密だ」,「咕哈哈，別擔心，這會是只存在於我和妳之間的秘密。」,"""Hehe, don't worry, it's a secret between you and me.""","""Don't worry, this secret is between us.""","「크흐흐, 걱정할 것 없다, 나와 자네만의 비밀이다」",「咕哈哈，别担心，这会是只存在于我和你之间的秘密。」
,,,,,,,,
Dialog.Chapter3-1-85,エレナ,「～～～～～ッ！」,「～～～～～ッ！」,「～～～～～！」,"""～～～～～!""","""....Ugh!""",「~~~~~~~윽!」,「～～～～～！」
,,,,,,,,
,,,,,,,,
,,,,,,,,
Chapter 3-2,注釈,,,,,,,
,執務室,,,,,,,
Dialog.Chapter3-2-1,,夜の聖月生徒会執務室にて,夜のホーリーコア・レギオン司令部にて,晚上，「聖核軍團」司令部——,At night in the office of the Seigetsu Student Council,The Holy Core Legion Command Center at night...,밤의 홀리코어 레기온 사령부에서,晚上，圣核军团司令部——
,,,,,,,,
Dialog.Chapter3-2-2,エレナ,「………もう夜10時ですか……今日の仕事は大体終わりましたが……うぅっ」,「………もう夜10時ですか……今日の仕事は大体終わりましたが……うぅっ」,「………已經晚上十點了嗎……今天的工作大致上都做完了，不過……嗚……」,"""......... is it 10pm already? ...... I'm pretty much done with work for the day, but ...... ugh.""","""Already ten o'clock? My work is mostly done... Ughhh...""",「………벌써 밤 10시입니까…… 오늘 일은 대충 끝났지만…… 우웃」,「………已经晚上十点了吗……今天的工作大致上都做完了，不过……呜……」
,,,,,,,,
Dialog.Chapter3-2-3,,コンコンッ,コンコンッ,咚咚—,Knock knock,Someone knocked.,똑똑,咚咚—
,,,,,,,,
Dialog.Chapter3-2-4,理事長,「私だ。理事長だ」,「……私だ。」,「……是我。」,"""It's me. It's the chairman.""","""It's me.""",「……나다.」,「……是我。」
,,,,,,,,
Dialog.Chapter3-2-5,エレナ,「………っ！、………………どうぞ」,「………っ！、………………どうぞ」,「………！…………請進。」,"""......... come in.""","""...! Come in, please.""","「………윽!, ………………들어오세요」",「………！…………请进。」
,,,,,,,,
Dialog.Chapter3-2-6,理事長,「やあエレナ君。今日も遅くまで残ってお仕事か、感心だね」,「やあエレナ君。今日も遅くまで残ってお仕事か、感心だね」,「呀，艾蓮娜。今天也待到這麼晚還在工作，真讓人佩服啊。」,"""Hello, Erena. You're working late again today, I'm impressed.""","""Good evening, Elena. I'm impressed that you're still working.""","「이야 엘레나 군. 오늘도 늦게까지 남아서 일인가, 대단하군」",「呀，艾莲娜。今天也待到这么晚还在工作，真让人佩服啊。」
,,,,,,,,
Dialog.Chapter3-2-7,エレナ,「……しらじらしい。あなたがいなければ今日はもっと早く帰れたのですが」,「……しらじらしい。あなたがいなければ今日はもっと早く帰れたのですが」,「……真會裝。如果不是因為你，今天我早就能回家了。」,"""Enough of that already. I would have left earlier today if it weren't for you.""","""Stop it. If it weren't for you, I could have gone home sooner.""",「……뻔뻔스럽군요. 당신이 없었으면 오늘은 더 일찍 돌아갈 수 있었을 텐데요」,「……真会装。如果不是因为你，今天我早就能回家了。」
,,,,,,,,
Dialog.Chapter3-2-8,理事長,「ぐふふ、そうだったな。では準備もできてるようだし、今日も日課の撮影に入ろうか」,「ぐふふ、そうだったな。では準備もできてるようだし、今日も日課の撮影に入ろうか」,「咕哈哈，也是呢。那看起來妳也準備好了，今天就照例開始我們的拍攝吧。」,"""He, you're not wrong. Well, then, since you seem to be ready, let's get down to our daily routine of shooting.""","""I bet. The preparations have been made, so it's time for our photo session.""","「크흐흐, 그랬지. 그럼 준비도 된 것 같으니, 오늘도 일과인 촬영에 들어가 볼까」",「咕哈哈，也是呢。那看起来你也准备好了，今天就照例开始我们的拍摄吧。」
,,,,,,,,
Dialog.Chapter3-2-9,エレナ,「………分かりました。……とっとと終わらせましょう」,「………分かりました。……とっとと終わらせましょう」,「………我知道了。……趕快結束吧。」,"""I understand .......... Let's ...... get this over with.""","""...Understood. Let's get this over with.""",「………알겠습니다. ……빨리 끝내죠」,「………我知道了。……赶快结束吧。」
,,,,,,,,
Dialog.Chapter3-2-10,,「着替えますので後ろを向いていてください。絶対に振り向かないでくださいね！」,「着替えますので後ろを向いていてください。絶対に振り向かないでくださいね！」,「我要換衣服，請你轉過去面向後面。絕對不可以回頭偷看喔！」,"""Please turn around so I can change my clothes. Don't ever turn around!""","""Please turn around while I change, and do not turn around until I'm done!""",「갈아입을 테니 뒤돌아 서 계세요. 절대 돌아보지 마세요!」,「我要换衣服，请你转过去面向后面。绝对不可以回头偷看喔！」
,,,,,,,,
Dialog.Chapter3-2-11,,――――――――――――――――――――,――――――――――――――――――――,――――――――――――――――――――, ――――――――――――――――――――,---------------------------------------,――――――――――――――――――――,――――――――――――――――――――
,,,,,,,,
Dialog.Chapter3-2-12,Erena　2ｰ1,エレナが制服を脱ぐと、下着の代わりにサイズの合っていないスクール水着が現れる,エレナが服を脱ぐと、下着の代わりにサイズの合っていない競泳水着が現れる,艾蓮娜脫下衣服後，裡面出現的不是內衣，而是一件尺寸根本不合身的競賽泳裝。,Erena removes her uniform to reveal an ill-fitting school swimsuit in place of underwear.,Elena took off her clothes and revealed the competitive swimsuit that clearly did not fit her.,"엘레나가 옷을 벗자, 속옷 대신 사이즈가 맞지 않는 수영복이 나타난다",艾莲娜脱下衣服后，里面出现的不是内衣，而是一件尺寸根本不合身的竞赛泳装。
,,,,,,,,
Dialog.Chapter3-2-13,理事長,「おおっ！すばらしい！」,「おおっ！すばらしい！」,「喔喔！太棒了！」,"""Oh, that's wonderful! That's wonderful!""","""Excellent!""",「오오! 훌륭해!」,「喔喔！太棒了！」
,,,,,,,,
Dialog.Chapter3-2-14,エレナ,「うぅっ～～～～！仮にも生徒にこんな破廉恥な格好をさせて！それでも教育者ですか！？」,「うぅっ～～～～！仮にも財閥の令嬢である私にこんな破廉恥な格好をさせて！それでも人の上に立つ人間ですか！？」,「嗚～～～～！好歹我也是財閥的千金，居然要我穿成這種不知羞恥的樣子！你這也算是站在上位的人嗎！？」,"""Ugh. ～～～～! To Let your students dress up in such a disgusting way! Are you still an educator?""","""Ughh... I can't believe you made the heiress of a business conglomerate wear something as shameful as this! And you're supposed to be a role model for others!""",「우웃~~~~! 재벌 영애인 저에게 이런 파렴치한 복장을 시키다니! 그런데도 사람 위에 서는 인간입니까!?」,「呜～～～～！好歹我也是财阀的千金，居然要我穿成这种不知羞耻的样子！你这也算是站在上位的人吗！？」
,,,,,,,,
Dialog.Chapter3-2-15,理事長,「全裸だった君がいまさら何を言うのかね？それに恥じることは無い。実によく似合っている」,「全裸だった君がいまさら何を言うのかね？それに恥じることは無い。実によく似合っている」,「剛剛還光溜溜的妳，現在在說什麼呢？而且也不需要覺得丟臉，真的非常適合妳。」,"""You were completely naked and now you say what? You really look good.""","""You were naked, so don't give me that. This is not that shameful... As a matter of fact, it looks good on you.""",「알몸이었던 자네가 이제 와서 무슨 말을 하는가? 그리고 부끄러워할 것 없다. 실로 잘 어울리니」,「刚刚还光溜溜的你，现在在说什么呢？而且也不需要觉得丢脸，真的非常适合你。」
,,,,,,,,
Dialog.Chapter3-2-16,エレナ,「っ、早く終わらせてください！こんな恥ずかしい恰好……！」,「っ、早く終わらせてください！こんな恥ずかしい恰好……！」,「快點把這個鬧劇結束掉！這麼害羞的樣子……！」,"""I'm so embarrassed to be dressed like this ! Such an embarrassing outfit ......!""","""...Can we just get on with it? I don't like this...""","「윽, 빨리 끝내주세요! 이런 부끄러운 복장……!」",「快点把这个闹剧结束掉！这么害羞的样子……！」
,,,,,,,,
Dialog.Chapter3-2-17,理事長,「まあそう焦るな。この姿しっかり映さないともったいない」,「まあそう焦るな。この姿しっかり映さないともったいない」,「別這麼心急嘛。不把這副模樣好好拍清楚就太可惜了。」,"""Well there is no need to hurry. It would be a shame if we don't get a good shoot for this.""","""Calm down. It would really be a shame if I can't capture this properly.""",「뭐 그렇게 서두르지 말게. 이 모습 제대로 찍지 않으면 아까우니」,「别这么心急嘛。不把这副模样好好拍清楚就太可惜了。」
,,,,,,,,
Dialog.Chapter3-2-18,理事長,「このスク水は今日学校で制服の下にずっと着ていたのかね？」,「この競泳水着は今日の仕事中に服の下にずっと着ていたのかね？」,「這件競賽泳裝，妳今天工作時一直都穿在衣服底下嗎？」,"""'Have you been wearing this scrubs all day today at school under your uniform?'""","""So you wore this all day instead of your underwear, right?""",「이 수영복은 오늘 일하는 동안 옷 아래에 계속 입고 있었나?」,「这件竞赛泳装，你今天工作时一直都穿在衣服底下吗？」
,,,,,,,,
Dialog.Chapter3-2-19,エレナ,「……ええ。朝起きてから一日中下着代わりに過ごしました」,「……ええ。朝起きてから一日中下着代わりに過ごしました」,「……是的。我從早上起床開始，一整天都把它當成內衣在穿。」,"""'......Yes. I woke up this morning and spent the rest of the day with this.""","""...Yes, I put this on when I woke up.""",「……네. 아침에 일어나서 하루 종일 속옷 대신 입고 지냈습니다」,「……是的。我从早上起床开始，一整天都把它当成内衣在穿。」
,,,,,,,,
Dialog.Chapter3-2-20,エレナ,「この水着がサイズの合わなかったせいで、体が締め付けられて今日は非常に不愉快でした！」,「この水着のサイズが合わなかったせいで、体が締め付けられて今日は非常に不愉快でした！」,「都怪這件泳裝尺寸不合，勒得我全身緊繃，今天實在非常不愉快！」,"""I was very uncomfortable today because these swimsuits didn't fit me right, and they made me feel constricted!'""","""And since it didn't fit me, it felt very uncomfortable the entire day!""","「이 수영복 사이즈가 맞지 않아서, 몸이 조여서 오늘은 매우 불쾌했습니다!」",「都怪这件泳装尺寸不合，勒得我全身紧绷，今天实在非常不愉快！」
,,,,,,,,
Dialog.Chapter3-2-21,理事長,「ぐふふ…そうかそうか、それは悪いことをしたなぁ？」,「ぐふふ…そうかそうか、それは悪いことをしたなぁ？」,「咕呼呼……這樣啊這樣啊，那可真是做了壞事呢？」,"""Ggghhhh...oh yeah, that's a bad thing to do, huh?""","""I see... I guess that's a bad thing, right?""","「크흐흐… 그런가 그런가, 그거 미안하게 됐군?」",「咕呼呼……这样啊这样啊，那可真是做了坏事呢？」
,,,,,,,,
