Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,English_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,Korean_Steam
Dialog.Tutorial-4-11,【005号】,「…組織の力になっていただける様で何よりです。それでは怪人の研究を―――」,「I am glad to hear that you are willing to help our organization. Now let's study the monster...」,「…感謝您願意為組織出一份力。那麼現在就開始怪人的研―――」,「…感谢您愿意为组织出一份力。那么现在就开始怪人的研―――」,「…組織の力になっていただける様で何よりです。それでは怪人の研究を―――」,"""...It's important that you can help us. As for the monster research...""",「…感謝您願意為組織出一份力。那麼現在就開始怪人的研―――」,「…感谢您愿意为组织出一份力。那么现在就开始怪人的研―――」,「…조직에 힘이 되어 주시는 듯하여서 다행입니다. 그럼 괴인 연구를―――」
,,,,,,,,,,
Dialog.Tutorial-4-11(1),,「私の作った怪人達を容易に倒す力―――。非常に興味深い」,「The power to easily defeat the monsters I created... Very interesting.」,「能輕易把我發明的怪人打倒的能力―――。我很有興趣」,「能轻易把我发明的怪人打倒的能力―――。我很有兴趣」,「私の作った怪人達を容易に倒す力―――。非常に興味深い」,"""The power to defeat the monsters I created... Most interesting.""",「能輕易把我發明的怪人打倒的能力―――。我很有興趣」,「能轻易把我发明的怪人打倒的能力―――。我很有兴趣」,「내가 만든 괴인들을 쉽게 쓰러뜨리는 힘―――. 매우 흥미롭다.」
,,,,,,,,,,
Dialog.Tutorial-4-12,005号,「―――関心があるのはそちらの方でしたか。」,「――― so that's what you're interested in.」,「―――原來關心的是這邊啊。」,「―――原来关心的是这边啊。」,「―――関心があるのはそちらの方でしたか。」,"""Is that what you're interested in?""",「―――原來關心的是這邊啊。」,「―――原来关心的是这边啊。」,「―――관심이 있으신 건 그쪽이었습니까.」
,,,,,,,,,,
Dialog.Tutorial-4-12(1),,「怪人の研究は止めだ。聖核戦姫を捕獲し、その力を研究して我々の物とする。」,"「Stop studying the monster. Capture Holy Core Battlemaiden, study their power and make it to our use.」",「怪人研究一旦終止。把聖核戰姬抓住，然後研究其能力並為組織所用。」,「怪人研究一旦终止。把圣核战姬抓住，然后研究其能力并为组织所用。」,「怪人の研究は止めだ。聖核戦姫を捕獲し、その力を研究して我々の物とする。」,"""Let's stop with the monsters. We'll catch the Holy Core Battlemaidens to investigate their powers, and eventually we will have those powers.""",「停止怪人研究。把聖核戰姬抓住，研究她的能力供組織所用。」,「怪人研究一旦终止。把圣核战姬抓住，然后研究其能力并为组织所用。」,"「괴인 연구는 중지다. 성핵전희를 포획하여, 그 힘을 연구하고 우리의 것으로 한다.」"
,,,,,,,,,,
Dialog.Tutorial-4-13,005号,「……承知しました。上にはそのように伝えておきます。」,"「...... Yes, sir. I will let our superiors know that.」",「……了解。我會向上面如實傳達的。」,「……了解。我会向上面如实传达的。」,「……承知しました。上にはそのように伝えておきます。」,"""Noted, I will let the top know about this.""",「……了解。我會向上面如實傳達的。」,「……了解。我会向上面如实传达的。」,「……알겠습니다. 위에는 그렇게 전달해 두겠습니다.」
,,,,,,,,,,
Dialog.Tutorial-4-14,,「それではドクター、貴方の活躍を期待しています。」,"「Well then, Doctor, we're looking forward to seeing you in action.」",「那麼博士，期待您的表現。」,「那么博士，期待您的表现。」,「それではドクター、貴方の活躍を期待しています。」,"""We're expecting great things from you, doc.""",「那麼博士，期待您的表現。」,「那么博士，期待您的表现。」,"「그럼 닥터, 당신의 활약을 기대하고 있겠습니다.」"
,,,,,,,,,,
ホームシーンUI初回説明,注釈,,,,,,,,,
Tutorial.FormationPanel-1,,{0}は出征前の準備を行うところです。,{0} is where the preparations are made before operation.,{0}是做出征前的準備的地方。,{0}是做出征前的准备的地方。,{0}は出征前の準備を行うところです。,{0} is where you make preparations before a campaign.,{0}是做出征前的準備的地方。,{0}是做出征前的准备的地方。,"{0}, 여기는 출정 전 준비를 하는 곳입니다."
Tutorial.FormationPanel-2,,スロットを選択してフォーメーションを変えることができます。,You can select a slot to change the formation.,選擇各個位置並改變隊伍的出征人員。,选择各个位置并改变队伍的出征人员。,スロットを選択してフォーメーションを変えることができます。,Change formations with slots.,選擇各個位置並改變隊伍的出征人員。,选择各个位置并改变队伍的出征人员。,슬롯을 선택하여 포메이션을 변경할 수 있습니다.
Tutorial.FormationPanel-3,,資金があれば、パーティ人数上限を増やせます。,"If funds are available, the maximum party size can be increased.",如果資金足夠，還可以增加出征人員的人數。,如果资金足够，还可以增加出征人员的人数。,資金があれば、パーティ人数上限を増やせます。,"If you have the funds, you can increase the party size.",如果資金足夠，還可以增加出征人員的人數。,如果资金足够，还可以增加出征人员的人数。,"자금이 있으면, 파티 인원수 상한을 늘릴 수 있습니다."
Tutorial.FormationPanel-4,,戦闘後に資金を使用してキャラクターを治療できます。,You can use the funds to treat your character after the battle.,戰鬥後可以使用資金來回復角色的HP與SP。,战斗后可以使用资金来回复角色的HP与SP。,戦闘後に資金を使用してキャラクターを治療できます。,"After combat, use your funds to heal the characters.",戰鬥後可以使用資金來回復角色的HP與SP。,战斗后可以使用资金来回复角色的HP与SP。,전투 후에 자금을 사용하여 캐릭터를 치료할 수 있습니다.
Tutorial.TrainPanel-Enabled,,調教画面が解放されました。,The training panel has been unlocked.,調教畫面可以使用了。,调教画面可以使用了。,調教画面が解放されました。,The Discipline screen is now available.,調教畫面可以使用了。,调教画面可以使用了。,조교 화면이 개방되었습니다.
Tutorial.CharacterBuildingPanel-1,,{0}はキャラクターのステータスの確認、レベルアップ、装備を行うところです。,"{0} is where you check your character's status, level up, and equip your character.",{0}是確認角色的狀態，升級和改變裝備的地方。,{0}是确认角色的状态，升级和改变装备的地方。,{0}はキャラクターのステータスの確認、レベルアップ、装備を行うところです。,"You can check a character's status, increase their levels, and put on equipment at {0}.",{0}是確認角色的狀態，升級和改變裝備的地方。,{0}是确认角色的状态，升级和改变装备的地方。,"{0}, 여기는 캐릭터의 스탯 확인, 레벨 상승, 장비 장착 등을 하는 곳입니다."
Tutorial.CharacterBuildingPanel-2,,ここで装備を確認・変更でます。,Here you can check and change your equipment.,點擊這裡可以查看並改變角色的裝備。,点击这里可以查看并改变角色的装备。,ここで装備を確認・変更でます。,You can check and change equipment here.,點擊這裡可以查看並改變角色的裝備。,点击这里可以查看并改变角色的装备。,여기서 장비를 확인하거나 변경할 수 있습니다.
Tutorial.CharacterBuildingPanel-3,,キャラの特殊技も確認できます！,You can also check Unique Skills of the characters!,還可以查看角色擁有的技能！,还可以查看角色拥有的技能！,キャラの特殊技も確認できます！,You can also check a character's Special here!,還可以查看角色擁有的技能！,还可以查看角色拥有的技能！,캐릭터의 특수기도 확인할 수 있습니다!
