Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,English_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,Korean_Steam
Dialog.Chapter1-1-45,,他人に触られたことのない明穂は、乳首への未知の刺激に無理やりされているにもかかわらず甘い声を漏らす,"Akiho, who has never been touched by another person like that, lets out a sweet voice despite being forced by the unknown stimulation to her nipples.",從未被人觸碰過的明穗，儘管乳頭受到未知的刺激是被強迫的，卻還是忍不住發出甜美的聲音。,从未被人触碰过的明穗，尽管乳头受到未知的刺激是被强迫的，却还是忍不住发出甜美的声音。,他人に触られたことのない明穂は、乳首への未知の刺激に無理やりされているにもかかわらず甘い声を漏らす,"Never been touched by anyone else, Akiho let out moans despite having her nipple played with against her will.",從未被人觸碰過的明穗，儘管是被強迫感受乳頭的刺激，卻還是忍不住發出甜美的聲音。,从未被人触碰过的明穗，尽管乳头受到未知的刺激是被强迫的，却还是忍不住发出甜美的声音。,"다른 사람에게 만져진 적 없는 아키호는, 유두에 대한 미지의 자극에 강제로 당하고 있음에도 불구하고 달콤한 목소리를 흘린다"
,,,,,,,,,,
Dialog.Chapter1-1-46,Akiho 1-1,(―――っ、変身すればこんなやつ簡単に組み伏せられるけど…、流石に一般人相手に変身するわけにもいかないし、どうすればいいのっ？),"(―――I can easily handle this guy if I transform... but I can't transform into a civilian, what should I do?)",(―――如果我變身的話，這種傢伙我輕鬆就能制服…，但果然不能在一般人面前變身，該怎麼辦才好啊？),(―――如果我变身的话，这种家伙我轻松就能制服…，但果然不能在一般人面前变身，该怎么办才好啊？),(―――っ、変身すればこんなやつ簡単に組み伏せられるけど…、流石に一般人相手に変身するわけにもいかないし、どうすればいいのっ？),"(If I could transform, it would be easy to take down this scumbag... But is that really necessary against a civilian? What do I do now?)",(―――如果我變身的话，這種傢伙我輕鬆就能制伏…，但不能在一般人面前變身，該怎麼辦才好啊？),(―――如果我变身的话，这种家伙我轻松就能制服…，但果然不能在一般人面前变身，该怎么办才好啊？),"(―――읏, 변신하면 이런 녀석 간단히 제압할 수 있지만…, 설마 일반인 상대로 변신할 수도 없고, 어떡하면 좋지?)"
,,,,,,,,,,
Dialog.Chapter1-1-47,,明穂が状況を打開する方法を考えていると、今度は男の左手がスカートをかき分け明穂の尻を揉み始める。,"While Akiho was thinking of a way out of the situation, the man's left hand now brushes aside her skirt and begins to squeeze her buttocks.",就在明穗思考如何打破僵局時，這次男人的左手開始撥開裙子，揉捏起明穗的臀部。,就在明穗思考如何打破僵局时，这次男人的左手开始拨开裙子，揉捏起明穗的臀部。,明穂が状況を打開する方法を考えていると、今度は男の左手がスカートをかき分け明穂の尻を揉み始める。,Akiho was thinking how to get out of this situation when the man's left hand went under her skirt and started kneading her buttocks.,就在明穗思考如何打破僵局時，這次男人的左手開始撥開裙子，揉捏起明穗的臀部。,就在明穗思考如何打破僵局时，这次男人的左手开始拨开裙子，揉捏起明穗的臀部。,"아키호가 상황을 타개할 방법을 생각하고 있자, 이번에는 남자의 왼손이 스커트를 헤집고 아키호의 엉덩이를 주무르기 시작한다."
,,,,,,,,,,
Dialog.Chapter1-1-48,明穂,「ひっ、いやぁっ！」,"「No, no!」",「咿，不要啊！」,「咿，不要啊！」,「ひっ、いやぁっ！」,"""Aghhhhhh, no!""",「咿，不要啊！」,「咿，不要啊！」,"「히익, 싫엇!」"
,,,,,,,,,,
Dialog.Chapter1-1-49,,男の手は明穂の尻や、太ももの間、ショーツの隙間に手を入れたりと、下半身を執拗に攻め立てる。,"The man's hands relentlessly attack the lower half of Akiho's body, including her buttocks, between her thighs, and in the gap between her shorts.",男人的手在明穗的臀部、大腿之間，以及內褲的縫隙中伸入，不斷地入侵她的下半身。,男人的手在明穗的臀部、大腿之间，以及内裤的缝隙中伸入，不断地入侵她的下半身。,男の手は明穂の尻や、太ももの間、ショーツの隙間に手を入れたりと、下半身を執拗に攻め立てる。,"The man's hand roamed between her butt and her legs, then slipped into the gap in her panties.",男人的手在明穗的臀部、大腿之間，以及內褲的縫隙中伸入，不斷地入侵她的下半身。,男人的手在明穗的臀部、大腿之间，以及内裤的缝隙中伸入，不断地入侵她的下半身。,"남자의 손은 아키호의 엉덩이나, 허벅지 사이, 팬티 틈새로 손을 넣는 등, 하반신을 집요하게 공격한다."
,Akiho 1-3,,,,,,,,,
Dialog.Chapter1-1-50,明穂,「やぁっ、やめっ♥、っ♥！」,"「Oh, no, don't do that!」",「不要啊，停下♥，♥！」,「不要啊，停下♥，♥！」,「やぁっ、やめっ♥、っ♥！」,"""Nnn... No! Hnnn♥""",「不要啊，停下♥♥」,「不要啊，停下♥♥」,"「야앗, 그만♥, 읏♥!」"
,,,,,,,,,,
Dialog.Chapter1-1-51,,胸と下半身を触られつづけて明穂の息遣いは荒くなり、顔も紅潮していた,Akiho's breathing became ragged and her face flushed as she continued to be touched on her breasts and lower half of her body.,胸部和下半身被持續觸碰，明穗的呼吸變得急促，臉頰也泛起了紅暈。,胸部和下半身被持续触碰，明穗的呼吸变得急促，脸颊也泛起了红晕。,胸と下半身を触られつづけて明穂の息遣いは荒くなり、顔も紅潮していた,"Akiho's breathing became rough as the man played with her breast and crotch, and her face turned red.",胸部和下半身被持續觸碰，明穂的呼吸變得急促，臉頰也泛起了紅暈。,胸部和下半身被持续触碰，明穂的呼吸变得急促，脸颊也泛起了红晕。,"가슴과 하반신을 계속 만져져 아키호의 숨결은 거칠어지고, 얼굴도 붉게 물들어 있었다"
,,,,,,,,,,
Dialog.Chapter1-1-52,明穂,「やぁ♥、うんっ♥、んっ♥、はぁっ♥」,「Oh... no! haa...」,「不要♥，嗯♥，嗯♥，哈♥」,「不要♥，嗯♥，嗯♥，哈♥」,「やぁ♥、うんっ♥、んっ♥、はぁっ♥」,"""Ahhh♥ Hnnnn♥ Nnnn... Haaaa♥""",「不要♥嗯♥嗯♥哈♥」,「不要♥嗯♥嗯♥哈♥」,"「야아♥, 응읏♥, 응읏♥, 하앗♥」"
,,,,,,,,,,
Dialog.Chapter1-1-53,,そして遂に男の手が明穂の秘所をショーツの上から撫で始める,"Finally, the man's hand begins to stroke Akiho's secret place over her shorts.",終於，男人的手開始從內褲上方撫摸明穗的私處。,终于，男人的手开始从内裤上方抚摸明穗的私处。,そして遂に男の手が明穂の秘所をショーツの上から撫で始める,Finally the man's hand started caressing Akiho's secret place over her panties.,終於，男人的手開始隔著內褲撫摸明穗的私處。,终于，男人的手开始隔着内裤抚摸明穗的私处。,그리고 마침내 남자의 손이 아키호의 은밀한 곳을 팬티 위로 쓰다듬기 시작한다
,,,,,,,,,,
Dialog.Chapter1-1-54,明穂,「……っ、ダメっ♥、そこはっ♥」,"「......, no ♥, not there ♥」",「…嗯……那裏♥，不行♥」,「…嗯……那里♥，不行♥」,「……っ、ダメっ♥、そこはっ♥」,"""...No, not there...♥""",「…嗯……那裡，不行♥」,「…嗯……那里，不行♥」,"「……읏, 안돼♥, 거기는♥」"
,,,,,,,,,,
Dialog.Chapter1-1-55,Akiho 1-1,(うぅっ♥、これ以上はほんとにダメっ、もう変身を―――),"(Ugh ♥, I really can't go any further, I should transform...)",（嗚♥，再這樣下去真的不行了，果然還是變身———）,（呜♥，再这样下去真的不行了，果然还是变身———）,(うぅっ♥、これ以上はほんとにダメっ、もう変身を―――),(I... This can't go on... I have to transform!),（嗚♥再這樣下去真的不行了，果然還是變身———）,（呜♥再这样下去真的不行了，果然还是变身———）,"(우웃♥, 이 이상은 정말 안 돼, 이제 변신을―――)"
,電車内　背景,,,,,,,,,
Dialog.Chapter1-1-56,,キキィィーーーーーッ！,Kyyyyyyy! (Train's stopping sound),吱吱——！,吱吱——！,キキィィーーーーーッ！,Screeeeeech!,嘰嘰——！,叽叽——！,끼이이이이익――――!
,,,,,,,,,,
Dialog.Chapter1-1-57,,電車が駅に着きドアが開いた。,The train arrived at the station and the doors opened.,電車抵達了車站，車門隨之打開。,电车抵达了车站，车门随之打开。,電車が駅に着きドアが開いた。,The train reached the next stop and the doors opened.,電車抵達了車站，車門隨之打開。,电车抵达了车站，车门随之打开。,전철이 역에 도착하고 문이 열렸다.
,,,,,,,,,,
Dialog.Chapter1-1-58,明穂,(……！),(......!),(……！),(……！),(……！),(...!),(……！),(……！),(……!)
,,,,,,,,,,
Dialog.Chapter1-1-59,明穂,「っ！降りてください！」,「Hey! Get off!」,「....！跟我下車！」,「....！跟我下车！」,「っ！降りてください！」,"""We're getting off here!""",「....！跟我下車！」,「....！跟我下车！」,「읏! 내려주세요!」
,,,,,,,,,,
Dialog.Chapter1-1-60,,明穂は男の腕をつかみ電車を降りるのだった,Akiho grabbed the man's arm and got off the train.,明穗抓住男人的手臂，帶著他一起下了車。,明穗抓住男人的手臂，带著他一起下了车。,明穂は男の腕をつかみ電車を降りるのだった,Akiho grabbed the man's arm and dragged him out of the train.,明穗抓住男人的手臂，帶著他一起下了車。,明穗抓住男人的手臂，带著他一起下了车。,아키호는 남자의 팔을 붙잡고 전철에서 내렸다
,,,,,,,,,,
Dialog.Chapter1-1-61,駅構内,―――駅の構内にて,――― In the station,——在車站內部,——在车站内部,―――駅の構内にて,Inside the station...,——在車站內部,——在车站内部,―――역의 구내에서
,,,,,,,,,,
Dialog.Chapter1-1-62,,「………どうかされましたか？」,「......... what can I do for you?」,「………發生什麼事了嗎？」,「………发生什么事了吗？」,「………どうかされましたか？」,"""What happened?""",「………發生什麼事了嗎？」,「………发生什么事了吗？」,「………무슨 일이십니까?」
,,,,,,,,,,
Dialog.Chapter1-1-63,,「こっ、この人が私の体を触ってきて！駅員さん何とかしてください！」,"「This man was molesting me! Station staff, please do something about it!」",「這、這個人摸我的身體！請站務員想想辦法！」,「这、这个人摸我的身体！请站务员想想办法！」,「こっ、この人が私の体を触ってきて！駅員さん何とかしてください！」,"""He... He touched me inappropriately! You have to do something!""",「這、這個人摸我的身體！請站務員想想辦法！」,「这、这个人摸我的身体！请站务员想想办法！」,"「저, 이 사람이 제 몸을 만져서! 역무원 씨 어떻게 좀 해주세요!」"
,,,,,,,,,,
Dialog.Chapter1-1-64,,「………そうですか。では駅員室でお話を伺いますのでお二人とも私に付いてきてください。」,"「......... I see. Well, let's go to the station clerk's office to talk about it, you two please come with me.」",「………是這樣嗎？那麼，請兩位跟我來站務室，我們再詳細談。」,「………是这样吗？那么，请两位跟我来站务室，我们再详细谈。」,「………そうですか。では駅員室でお話を伺いますのでお二人とも私に付いてきてください。」,"""...I see. Please come with me to the office, both of you.""",「………是這樣嗎？那麼，請兩位跟我來站務室，我們再詳細談。」,「………是这样吗？那么，请两位跟我来站务室，我们再详细谈。」,「………그렇군요. 그럼 역무실에서 이야기를 들을 테니 두 분 다 저를 따라와 주십시오.」
,,,,,,,,,,
Dialog.Chapter1-1-65,,「……………」,「...............」,「……………」,「……………」,「……………」,"""...""",「……………」,「……………」,「……………」
,,,,,,,,,,
Dialog.Chapter1-1-66,,男は何も言わず静かに駅員に従って付いていく,The man says nothing and quietly follows the station staff.,男人一言不發，靜靜地跟在站務員身後。,男人一言不发，静静地跟在站务员身后。,男は何も言わず静かに駅員に従って付いていく,The man followed the attendant quietly without saying a word.,男人一言不發，靜靜地跟在站務員身後。,男人一言不发，静静地跟在站务员身后。,남자는 아무 말 없이 조용히 역무원을 따라간다
,,,,,,,,,,
Dialog.Chapter1-1-67,,(う～～、最悪…。帰る時間かなり遅れちゃう…),"(Uh~~, that sucks.... I'm going to be very late getting home...)",（唔～～，糟了……看來回家的時間要晚很多了……）,（唔～～，糟了……看来回家的时间要晚很多了……）,(う～～、最悪…。帰る時間かなり遅れちゃう…),(This blows. It's going to be so late when I get home...),（唔～～，糟了……看來回家的時間要晚很多了……）,（唔～～，糟了……看来回家的时间要晚很多了……）,"(우～～, 최악…. 돌아가는 시간 꽤 늦어지겠네…)"
,,,,,,,,,,
Dialog.Chapter1-1-68,,(でも後は駅員さんが何とかしてくれるはずだし、今日は遅くなるって連絡しておかないと…),"(But I'm sure the station staff will take care of the rest, perhaps I should message Rikka to let her know I'll be late today...)",（不過接下來站務員應該會處理好，我得趕緊通知一下今天會晚回去……）,（不过接下来站务员应该会处理好，我得赶紧通知一下今天会晚回去……）,(でも後は駅員さんが何とかしてくれるはずだし、今日は遅くなるって連絡しておかないと…),"(But the attendant will do something about it, so I just need to tell them that I'll be late...)",（不過接下來站務員應該會處理好，我得趕緊通知一下今天會晚回去……）,（不过接下来站务员应该会处理好，我得赶紧通知一下今天会晚回去……）,"(하지만 이제 역무원 씨가 어떻게든 해주실 테고, 오늘은 늦는다고 연락해 둬야겠다…)"
,,,,,,,,,,
Dialog.Chapter1-1-69,,明穂は体に残る不愉快な感覚の残滓を感じつつ、駅員についていくのだった,"Akiho followed the station staff, feeling the residue of unpleasant sensations in her body.",明穗感受著身體上殘留的不適感，跟著站務員一起走去。,明穗感受著身体上残留的不适感，跟著站务员一起走去。,明穂は体に残る不愉快な感覚の残滓を感じつつ、駅員についていくのだった,Akiho followed the attendant while the unpleasant feeling of being violated lingered.,明穗感受著身體上殘留的不適感，跟著站務員一起走去。,明穗感受著身体上残留的不适感，跟著站务员一起走去。,아키호는 몸에 남은 불쾌한 감각의 잔재를 느끼며 역무원을 따라갔다
,,,,,,,,,,
Chapter 1-2,注釈,,,,,,,,,
Dialog.Chapter1-2-1,駅構内,明穂は駅員に連れられて駅の構内を歩いていた。,Akiho was walking through the station following the station stuff.,明穗跟著站務員，在車站內部走著。,明穗跟著站务员，在车站内部走著。,明穂は駅員に連れられて駅の構内を歩いていた。,Akiho walked through the station with the attendant.,明穗跟著站務員，在車站內部走著。,明穗跟著站务员，在车站内部走著。,아키호는 역무원에게 이끌려 역의 구내를 걷고 있었다.
,,,,,,,,,,
Dialog.Chapter1-2-2,明穂,「……あの、こんなに歩く必要があるんですか？」,"「...... Um, do we really need to walk this far?」",「……請問，真的有必要走這麼遠嗎？」,「……请问，真的有必要走这么远吗？」,「……あの、こんなに歩く必要があるんですか？」,"""Um, we've been walking for quite a while now...""",「……請問，真的有必要走這麼遠嗎？」,「……请问，真的有必要走这么远吗？」,"「……저기, 이렇게 걸을 필요가 있나요?」"
,,,,,,,,,,
Dialog.Chapter1-2-3,駅員,「…………危険人物には厳重に対応する必要がありますから。」,「............ Because we deal with this kind of dangerous people very seriously.」,「…………因為對於這種危險人物，我們的應對非常嚴格。」,「…………因为对于这种危险人物，我们的应对非常严格。」,「…………危険人物には厳重に対応する必要がありますから。」,"""It's necessary when dealing with someone extremely dangerous.""",「…………因為對於這種危險人物，我們的應對非常嚴格。」,「…………因为对于这种危险人物，我们的应对非常严格。」,「…………위험 인물에게는 엄중히 대응해야 하니까요.」
,,,,,,,,,,
Dialog.Chapter1-2-4,,駅員はそう呟くと黙々と歩を進める。,The station staff muttered and walked silently.,站務員低聲說完後，便默默地繼續向前走。,站务员低声说完后，便默默地继续向前走。,駅員はそう呟くと黙々と歩を進める。,The attendant kept walking.,站務員低聲說完後，便默默地繼續向前走。,站务员低声说完后，便默默地继续向前走。,역무원은 그렇게 중얼거리며 묵묵히 걸음을 옮긴다.
,,,,,,,,,,
Dialog.Chapter1-2-5,,「………着きました。お入りください。」,「 .......... Here. Please come in.」,「………到了，請進。」,「………到了，请进。」,「………着きました。お入りください。」,"""We have arrived, please go inside.""",「………到了，請進。」,「………到了，请进。」,「………도착했습니다. 들어오십시오.」
,,,,,,,,,,
Dialog.Chapter1-2-6,廃墟の背景,駅員の男が重厚な扉を開き、明穂と男は薄暗く広い部屋に案内された。,"The station staff opened the heavy door and Akiho and the man were ushered into a large, dimly lit room.",站務員推開沉重的門，明穗和那名男子被帶入了一間昏暗而寬敞的房間。,站务员推开沉重的门，明穗和那名男子被帶入了一间昏暗而宽敞的房间。,駅員の男が重厚な扉を開き、明穂と男は薄暗く広い部屋に案内された。,The attendant opened a heavy door and took Akiho and the man to a large room that was dimly lit.,站務員推開沉重的門，明穗和那名男子被帶入了一間昏暗而寬敞的房間。,站务员推开沉重的门，明穗和那名男子被帶入了一间昏暗而宽敞的房间。,"역무원 남자가 육중한 문을 열고, 아키호와 남자는 어두컴컴하고 넓은 방으로 안내되었다."
,,,,,,,,,,
Dialog.Chapter1-2-7,明穂,「……ここは？不審者の取り調べにこんな部屋使う必要があるんですか…？」,「...... what is this place? Do we really need to use a room like this...?」,「……這裡是？審問可疑人士有必要用這種房間嗎……？」,「……这里是？审问可疑人士有必要用这种房间吗……？」,「……ここは？不審者の取り調べにこんな部屋使う必要があるんですか…？」,"""Where are we? Is it necessary to use a room like this when questioning someone suspicious?""",「……這裡是？審問可疑人士有必要用這種房間嗎……？」,「……这里是？审问可疑人士有必要用这种房间吗……？」,「……여기는? 수상한 사람을 조사하는데 이런 방을 쓸 필요가 있나요…?」
,,,,,,,,,,
Dialog.Chapter1-2-8,駅員,「………ええ、危険人物には厳重に対処する必要がありますから。」,"「.........Yes, we deal with dangerous people very seriously.」",「………是的，對於危險人物，我們都一貫嚴格應對。」,「………是的，对于危险人物，我们都一贯严格应对。」,「………ええ、危険人物には厳重に対処する必要がありますから。」,"""It's necessary when dealing with someone extremely dangerous.""",「………是的，對於危險人物，我們都一貫嚴格應對。」,「………是的，对于危险人物，我们都一贯严格应对。」,"「………네, 위험 인물에게는 엄중히 대처해야 하니까요.」"
,,,,,,,,,,
Dialog.Chapter1-2-9,,―――駅員の声が一段低くなる。,―――The station staffvoice lowers a notch.,——站務員的聲音低了一個音調。,——站务员的声音低了一个音调。,―――駅員の声が一段低くなる。,The attendant's voice grew lower.,——站務員的聲音低了一個音調。,——站务员的声音低了一个音调。,―――역무원의 목소리가 한 톤 낮아진다.
,,,,,,,,,,
Dialog.Chapter1-2-10,,そして、入って来た扉がギギィと閉じられた瞬間、部屋の中の物陰から何人ものマスクをかぶった大柄な男たちが現れた。,"Then, just as the door they had entered creaked shut, a number of large, masked men appeared from the shadows inside the room.",然後，就在進來時的門嘎吱一聲關上的瞬間，房間內的陰影處湧出數名戴著面具的魁梧男子。,然后，就在进来时的门嘎吱一声关上的瞬间，房间内的阴影处涌出数名戴著面具的魁梧男子。,そして、入って来た扉がギギィと閉じられた瞬間、部屋の中の物陰から何人ものマスクをかぶった大柄な男たちが現れた。,"As soon as the door creaked shut, several large masked man emerged from the shadows in the room.",然後，就在進來時的門嘎嘰一聲關上的瞬間，房間內的陰影處湧出數名戴著面具的魁梧男子。,然后，就在进来时的门嘎叽一声关上的瞬间，房间内的阴影处涌出数名戴著面具的魁梧男子。,"그리고, 들어왔던 문이 끼익하고 닫힌 순간, 방 안의 그늘에서 몇 명이나 되는 마스크를 쓴 거구의 남자들이 나타났다."
,,,,,,,,,,
Dialog.Chapter1-2-11,明穂,「なっ…！あなた達はっ！」,「What...! You guys are... !」,「什……！你們是！」,「什……！你们是！」,「なっ…！あなた達はっ！」,"""Huh? You're...""",「什……！你們是！」,「什……！你们是！」,「앗…! 당신들은!」
,,,,,,,,,,
Dialog.Chapter1-2-12,,駅員だと思っていた男はマスクをかぶり、戦闘員の姿に変身する,The man who was suppose to be a station staff puts on a mask and transforms into a combatant.,原本被認為是站務員的男子戴上了面具，變身為戰鬥員的模樣。,原本被认为是站务员的男子戴上了面具，变身为战斗员的模样。,駅員だと思っていた男はマスクをかぶり、戦闘員の姿に変身する,The man that pretended to be the attendant covered himself with a mask and transformed into a soldier.,原本被認為是站務員的男子戴上了面具，變身為戰鬥員的模樣。,原本被认为是站务员的男子戴上了面具，变身为战斗员的模样。,"역무원이라고 생각했던 남자는 마스크를 쓰고, 전투원의 모습으로 변신한다"
,,,,,,,,,,
Dialog.Chapter1-2-13,戦闘員,「ああ、俺も電車に乗っていたのも全員財団の関係者だ。お前が一人になる時間を狙ってここに連れ込んだわけだ。お前が鈍感で助かったぜ」,"「Yeah, I and everyone else on the train were all affiliated with the foundation. I brought you here when you were alone. Thank goodness you're that stupid.」",「是的，連同剛才電車上的人，全都是財團的成員。我們一直等著你獨自一人的時機，把你引到這裡來。你這麼遲鈍真的幫上大忙了。」,「是的，连同刚才电车上的人，全都是财团的成员。我们一直等着你独自一人的时机，把你引到这里来。你这么迟钝真的帮上大忙了。」,「ああ、俺も電車に乗っていたのも全員財団の関係者だ。お前が一人になる時間を狙ってここに連れ込んだわけだ。お前が鈍感で助かったぜ」,"""Yes, everyone on that train and I are all from the Foundation. We knew when you would be alone, so we ambushed you and took you here. It was great that you didn't notice anything wrong.""",「是的，連同剛才電車上的人，全都是財團的成員。我們一直等著妳獨自一人的時機，把妳引到這裡來。妳這麼遲鈍真的幫上大忙了。」,「是的，连同刚才电车上的人，全都是财团的成员。我们一直等着你独自一人的时机，把你引到这里来。你这么迟钝真的帮上大忙了。」,"「아아, 나도 전철에 타고 있던 것도 전부 재단 관계자다. 네가 혼자가 되는 시간을 노려서 여기로 데려온 거지. 네가 둔감해서 다행이야」"
,,,,,,,,,,
Dialog.Chapter1-2-14,明穂,「―――何かおかしいと思ってたけどっ！っ、こんな汚いやり方してくるなんてっ！許さない！」,「I knew something was off! I can't believe you're doing this to me! I won't forgive you!」,「———我就覺得有什麼不對勁！竟然用這麼下流的手段！不可原諒！」,「———我就觉得有什么不对劲！竟然用这么下流的手段！不可原谅！」,「―――何かおかしいと思ってたけどっ！っ、こんな汚いやり方してくるなんてっ！許さない！」,"""I thought something was up! You'll pay for playing dirty!""",「———我就覺得有什麼不對勁！竟然用這麼下流的手段！不可原諒！」,「———我就觉得有什么不对劲！竟然用这么下流的手段！不可原谅！」,"「―――뭔가 이상하다고 생각했지만! 읏, 이런 더러운 수법을 쓰다니! 용서 못 해!」"
,,,,,,,,,,
Dialog.Chapter1-2-15,戦闘員,「笹谷明穂捕獲作戦最終フェーズに突入する。総員戦闘準備！」,「We are entering the final phase of the operation to capture Sasaya Akiho. All hands prepare for battle!」,「笹谷明穗捕獲作戰進入最終階段！全員進入戰鬥準備！」,「笹谷明穗捕获作战进入最终阶段！全员进入战斗准备！」,「笹谷明穂捕獲作戦最終フェーズに突入する。総員戦闘準備！」,"""This is the last phase of capturing Akiho Sasaya! Get ready for combat!""",「笹谷明穗捕獲作戰進入最終階段！全員進入戰鬥準備！」,「笹谷明穗捕获作战进入最终阶段！全员进入战斗准备！」,「사사야 아키호 포획 작전 최종 페이즈에 돌입한다. 총원 전투 준비!」
,,,,,,,,,,
Dialog.Chapter1-2-16,明穂,「財団の戦闘員相手なら手加減する必要ないよねっ！―――変身！」,"「Now I know that I'm dealing with the Foundation's combatant, I don't have to hold back anymore! ―――Transform!」",「哼！既然對手是來自財團的戰鬥員，就沒必要手下留情了吧！——變身！」,「哼！既然对手是来自财团的战斗员，就没必要手下留情了吧！——变身！」,「財団の戦闘員相手なら手加減する必要ないよねっ！―――変身！」,"""Since you're Foundation soldiers, I won't be going easy on you! Transform!""",「哼！既然對手是來自財團的戰鬥員，就沒必要手下留情了吧！——變身！」,「哼！既然对手是来自财团的战斗员，就没必要手下留情了吧！——变身！」,「재단 전투원 상대라면 봐줄 필요 없겠네! ―――변신!」
,,,,,,,,,,
Dialog.Chapter1-2-17,,明穂の体がピンク色の光を纏い、聖核戦姫のスーツに覆われる。,Akiho's body is covered with pink light and covered by the suit of the Holy Core Battlemaiden.,明穗的身體被粉紅色的光芒包裹，轉瞬間，全身覆上了聖核戰姬的戰鬥服。,明穗的身体被粉红色的光芒包裹，转瞬间，全身复上了圣核战姬的战斗服。,明穂の体がピンク色の光を纏い、聖核戦姫のスーツに覆われる。,Akiho's body was engulfed by a pink light as the Holy Core Battlemaiden suit covered her.,明穗的身體被粉紅色的光芒包裹，轉瞬間，全身覆上了聖核戰姬的戰鬥服。,明穗的身体被粉红色的光芒包裹，转瞬间，全身复上了圣核战姬的战斗服。,"아키호의 몸이 분홍색 빛을 감싸고, 성핵전희 슈트로 뒤덮인다."
,,,,,,,,,,
Dialog.Chapter1-2-18,明穂,「六花がいなくてもあなた達くらいなら簡単に倒せるんだから！覚悟してねっ！」,"「Even without the help of Rikka, I can easily defeat you guys! Brace yourselves!」",「就算六花不在，對付你們這種程度的雜魚輕而易舉！做好覺悟吧！」,「就算六花不在，对付你们这种程度的杂鱼轻而易举！做好觉悟吧！」,「六花がいなくてもあなた達くらいなら簡単に倒せるんだから！覚悟してねっ！」,I can take you all on easily without Rikka! Get ready!,「就算六花不在，對付你們這種程度的雜魚輕而易舉！做好覺悟吧！」,「就算六花不在，对付你们这种程度的杂鱼轻而易举！做好觉悟吧！」,「릿카가 없어도 당신들 정도라면 간단히 쓰러뜨릴 수 있으니까! 각오해!」
,,,,,,,,,,
,戦闘開始,,,,,,,,,
,戦闘終了,,,,,,,,,
Dialog.Chapter1-2-19,明穂,「っ、はぁっ、はぁっ、私は、まけないっ！」,「hah... hah... I... I’m not giving up!!」,「、哈啊、哈啊……我不會輸的！」,「、哈啊、哈啊……我不会输的！」,「っ、はぁっ、はぁっ、私は、まけないっ！」,"""Huff... I'm not going down!""",「哈啊、哈啊……我不會輸的！」,「哈啊、哈啊……我不会输的！」,"「큭, 하앗, 하앗, 나는, 지지 않아!」"
,,,,,,,,,,
Dialog.Chapter1-2-20,,倒しても倒しても現れる戦闘員に、明穂の体力は限界に近づいていた。,"The combatants kept appearing, no matter how hard she tried to defeat them. At one point Akiho's strength was nearing its limit.",無論怎麼擊倒，戰鬥員依舊源源不斷地湧現，明穗的體力已接近極限。,无论怎么击倒，战斗员依旧源源不断地涌现，明穗的体力已接近极限。,倒しても倒しても現れる戦闘員に、明穂の体力は限界に近づいていた。,Akiho was becoming fatigued by the endless waves of soldiers.,無論怎麼擊倒，戰鬥員依舊源源不斷地湧現，明穗的體力已接近極限。,无论怎么击倒，战斗员依旧源源不断地涌现，明穗的体力已接近极限。,"쓰러뜨려도 쓰러뜨려도 나타나는 전투원에게, 아키호의 체력은 한계에 가까워지고 있었다."
,,,,,,,,,,
Dialog.Chapter1-2-21,戦闘員,「そんなこと言ってもうフラフラじゃねえか、オラッ」,「Haha! You say that but you doesn't look well!」,「嘴上說得漂亮，可你已經搖搖欲墜了吧！給我倒下吧！」,「嘴上说得漂亮，可你已经摇摇欲坠了吧！给我倒下吧！」,「そんなこと言ってもうフラフラじゃねえか、オラッ」,"""Hah, you don't look so good!""",「嘴上說得漂亮，可是妳的身體已經搖搖欲墜了吧！給我倒下吧！」,「嘴上说得漂亮，可你已经摇摇欲坠了吧！给我倒下吧！」,"「그런 말 해도 벌써 비틀거리잖아, 자!」"
,,,,,,,,,,
Dialog.Chapter1-2-22,,「ぐうっ！」,「Argh!」,「咕啊っ！」,「咕啊っ！」,「ぐうっ！」,"""Ugh!""",「咕啊！」,「咕啊！」,「크윽!」
,,,,,,,,,,
Dialog.Chapter1-2-23,Akiho2-1,そして、ついに明穂は一人の戦闘員によって床に押さえつけられてしまう。,"Finally, Akiho is pinned to the floor by one of the combatants.",最終，明穗終於被一名戰鬥員按倒在地，無法動彈。,最终，明穗终于被一名战斗员按倒在地，无法动弹。,そして、ついに明穂は一人の戦闘員によって床に押さえつけられてしまう。,"Finally, a soldier managed to pin down Akiho on the floor.",最終，明穗終於被一名戰鬥員按倒在地，無法動彈。,最终，明穗终于被一名战斗员按倒在地，无法动弹。,"그리고, 마침내 아키호는 한 명의 전투원에게 바닥에 짓눌리고 만다."
,,,,,,,,,,
Dialog.Chapter1-2-24,明穂,「い、嫌っ！放してっ！」,"「No, I can't do this! Let go of me!」",「不、不要！放開我！」,「不、不要！放开我！」,「い、嫌っ！放してっ！」,"""N-No! Let me go!""",「不、不要！放開我！」,「不、不要！放开我！」,"「시, 싫어! 놔!」"
,,,,,,,,,,
